E9PAV3,-0.2106084,-0.5454798,-0.2255498,-0.3749761,-0.5523685,-0.4312500,-0.6576962,-0.4499531,-0.3533570,-0.5574571,-0.6001655,-0.2923190,-0.3707303,-0.8097974,-0.6632816,-0.5740576
O00154, 0.23493329, 0.09649691, 0.66977998, 0.08497560, 0.21939298,-0.85218556, 1.19029801, 0.22981431, 0.18324107, 0.13709561, 0.32855662, 0.13709561, 0.32855662, 0.45725684, 0.50169597, 0.13709561
O00264,-0.07295261, 0.02915708, 0.14921585, 0.14217008,-0.13016961,-0.01301361,-0.13016961, 0.12432834, 0.20128951, 0.20128951, 0.21833342, 0.20128951, 0.19916642, 0.19571432, 0.19344591, 0.20128951
O00299,0.867364137,0.542978793,0.355092959,0.469902438,0.503635165,0.565908615,0.464190937,0.404912110,0.111921862,0.167286456,0.260608692,0.099442814,0.341008485,0.038706545,0.009843133,0.126107790
O00410,-0.47050479,-0.83811285,-0.68697328,-0.30991081,-1.17629816,-0.08724681,-0.32614145,-0.59924508,-0.51312650,-1.02610659,-0.86643569,-0.44832881,-0.62815263,-0.68879477,-0.19797232,-0.63430230
O00422,-0.01274143, 0.27754006, 0.21259361, 0.18116587, 0.30221869,-0.16316983,-0.18229343, 0.05543756, 0.48860765,-0.08975391, 0.46895585,-0.58009873, 0.48356905,-0.08833174,-0.09960944, 0.45244993
O00567, 0.00571806, 0.28824061,-0.76616536, 0.28833954,-0.12786619,-0.88879794,-0.18054017, 0.22462236, 0.17289332, 0.26706750,-0.20193031, 0.26706750,-0.20193031, 0.13201333, 0.11080724, 0.26706750
O00571, 0.048115331,-0.031378396,-0.007651105, 0.032237335, 0.197859347, 0.124182367, 0.016300529, 0.021936728,-0.548413675,-0.423232576,-0.265975962,-0.141421404,-0.499817832,-0.131054835,-0.047619553, 0.052660486
O14579,-0.080768347, 0.008719337, 0.037880563, 0.008719337, 0.037880563,-0.131372327,-0.033352827,-0.154892544,-0.080768347,-0.080768347,-0.060138938,-0.080768347,-0.060138938,-0.060138938,-0.033352827,-0.080768347
O14737,-0.01708412, 0.10397313,-0.10487747,-0.10487747,-0.01200481,-0.01708412,-0.01200481,-0.01200481, 0.19176648, 0.19176648, 0.09889383, 0.09889383, 0.19176648, 0.19176648, 0.19176648, 0.19176648
O14745,-0.2318746,-0.1972800,-0.6006376,-0.6006376,-0.1972800,-0.2318746,-0.1972800,-0.1972800, 0.1339949,-0.2318746,-0.2318746,-0.2318746, 0.1339949, 0.1339949, 0.1339949,-0.1972800
O14818, 0.021414763, 0.302109401, 0.371456879, 0.127506401,-0.008008013, 0.252614431, 0.046894642, 0.168418943,-0.445573698,-0.480724983,-0.337150988,-0.403709671,-0.220794602,-0.475039103,-0.374300469,-0.574663709
O14979,-0.18732460,-0.39687021,-0.30093004,-0.01638488,-0.08176411,-0.31607729,-0.23845085, 0.05164250,-0.20026474,-0.10409346,-0.38630936,-0.21803417,-0.64560724,-0.03510145, 0.10629771,-0.21328437
O14980,-0.05252131,-0.60552408, 0.17133201,-0.12883965,-0.51076379, 0.25070507,-0.67668205,-0.18822470,-0.77225928,-0.66657237, 0.11508461,-0.08724898,-0.87084725,-0.50655171,-0.81361303,-0.98255947
O15143,0.9576328,0.9213183,0.7536997,0.7836515,0.8511711,0.9891040,0.9742313,0.9440701,0.8117397,0.6103817,0.1939609,0.6851017,0.2831288,0.7202060,0.8113898,0.5068580
O15347,-0.24502437,-0.18554752,-0.03975041,-0.24502437,-0.24502437,-0.24502437,-0.24502437,-0.24502437,-0.22391567,-0.06874993,-0.03975041,-0.24502437,-0.06874993,-0.06874993,-0.24502437,-0.10721778
O15355, 0.275360727,-0.216454085, 0.305089545,-0.236481315, 0.005762497,-0.179930824,-0.020642067,-0.233132247, 0.175016002,-0.101808641,-0.071497895,-0.339327452,-0.485687103,-0.274241665,-0.552258315,-0.155298369
O15371, 0.54867215, 0.54136057, 0.78139198, 0.43404325,-0.37004202, 0.19550409, 0.11161439, 0.07172716, 0.15476894, 0.43100362, 0.07684598, 0.27639548,-0.58847747, 0.29315339, 0.21511522, 0.16634136
