A0A1B0GX78, 0.244738451,-0.074277330, 0.046984316, 0.198071267, 0.013966624,-0.263702833,-0.407281581, 0.083647592,-0.104760255, 0.381466679, 0.105616685,-0.138871319, 0.023639407, 0.096563303,-0.246857487, 0.001132644,-0.176287742,-0.148391856,-0.100619688, 0.094713133, 0.271146735, 0.204955481, 0.177503779
A6NFK2,-1.1442758,-1.1531788,-1.1713450,-1.1017830,-1.1781743,-1.4095705,-1.4154457,-1.1165763,-1.1520160,-1.1313816,-1.1150468,-1.1400215,-1.1443806,-1.0274115,-1.0731147,-1.0427677,-1.1756053,-1.1696989,-0.2100591,-0.4595040,-1.1689264,-1.1767656,-1.1794038
A6NFN9, 1.1524191, 1.2478637, 1.1591633, 1.4297256, 1.4995237, 0.6203943, 1.0068482, 1.3816792, 1.2636557, 0.6309093, 0.8470585, 1.8586802, 1.4150888, 1.2886920,-0.1716369, 1.4991407, 1.4283562, 0.9929589, 1.1278070, 1.4704046, 1.3706917, 0.8437244, 1.2624472
A6NHQ2, 0.70947671,-0.20262956, 0.03360653,-0.08955934, 0.08332742, 0.50204904, 0.63958927, 0.82977835, 0.22249259,-0.13682814,-0.33272273, 0.23056088, 0.22316009,-0.29203642,-0.24508463,-0.04757374, 0.22053837, 0.48629185, 0.21360292,-0.13685482, 0.55092852, 0.03567379, 0.24474250
B4DXR9,-0.006750393,-0.256963361,-0.275129472,-0.077308579,-0.326352031,-0.149504659,-0.155379894,-0.067411624,-0.054985464,-0.336994696,-0.065882058,-0.094814846,-0.501300151,-0.021666350,-0.276007865,-0.291102517,-0.322760227,-0.038996014,-0.051837835,-0.418758976,-0.238864777,-0.233620082,-0.249342218
C4AMC7, 0.004522776, 0.109844940, 0.464156310, 0.208186184, 0.636294038, 0.422169480,-0.142595710, 0.388147920, 0.080176652, 0.350276466,-0.206825655, 0.102169808,-0.155718310, 0.711366669,-0.142483235, 0.627561777, 0.235111594,-0.045578962,-0.455531008, 0.357988410,-0.480535556, 0.713666731, 0.571780281
E9PAV3,-0.20078371, 0.26014587, 0.04281661, 0.45719424, 0.10076954, 0.04033187,-0.59729549,-0.40029738,-0.02391193,-0.14147292, 0.47693802,-0.11599789,-0.27734973,-0.04535602,-0.43079624, 0.09228749,-0.26510097,-0.13397461,-0.16552759,-0.34121510, 0.08546652, 0.31417877, 0.27197793
O00154, 0.2716104, 0.2627073, 0.2445412, 0.3016419, 0.3051723, 0.3358043, 0.3299290, 0.2557316, 0.2681578, 0.2556296, 0.2572612, 0.3090419, 0.3046828, 0.2756577, 0.2753961, 0.2603015,-0.3987141,-0.3928077,-0.4056496, 0.4613761, 0.3155953, 0.3208400, 0.3051179
O00170,-0.33329949,-0.35760088,-0.66444777,-0.29748806,-0.50822194, 0.11883383, 0.30970526, 0.05691134, 0.24179161,-0.35235107,-0.75439307, 0.68671555,-0.36756780,-0.64216064, 0.15813014, 0.02435786, 0.13366807, 0.10936204, 0.12673262,-0.21017037,-0.22310373,-0.87633910,-0.23358117
O00192, 0.10415652,-0.01871319, 0.10581250, 0.23717162, 0.13287621, 0.07347916,-0.33150681,-0.16932460, 0.21959976, 0.03379426, 0.28123469,-0.04546339,-0.22018557, 0.21419307,-0.22608485, 0.22186702, 0.10026103,-0.13470123, 0.22581109, 0.01913242,-0.01941921,-0.05942874, 0.34153414
O00193,-0.128048725,-0.064987841, 0.107229179,-0.112137921,-0.310612738, 0.029121852, 0.266613183, 0.241698561,-0.048621927, 0.472444117, 0.644234169, 0.006075715,-0.057189871, 0.052394176,-0.484358404, 0.164618561, 0.205781060,-0.726018671, 0.438696072, 0.440571640,-0.102047040, 0.672783024,-0.379721306
O00264,-0.071817663,-0.080720707,-0.098886818, 0.086817583, 0.090347959,-0.221358909,-0.023948751,-0.015367036,-0.002940875,-0.228360763,-0.217752333, 0.105198049, 0.209816183,-0.059965133,-0.060226702,-0.271992416, 0.229748118, 0.082121603,-0.129809474,-0.236151617, 0.155513554,-0.054034260,-0.059230849
O00299,-0.17252553, 0.24751224,-0.51005398, 0.08565228,-0.18055621,-0.46522221,-0.32543481, 0.12799680,-0.37546955, 0.21969081,-0.05912055, 0.41708465,-0.13753649, 0.36333134,-0.11139981,-0.30775448,-0.24522232,-0.40225883, 0.63295194,-0.31787993, 0.10029237, 0.03253736,-0.03884440
O00303, 0.315554722, 0.132748252,-0.088344037,-0.165614773,-0.512625814,-0.201280633,-0.054884943, 0.286333109, 0.379508532, 0.286231138,-0.013690755, 0.128419688, 0.124060585, 0.252385047, 0.252123478,-0.239577797,-0.229215931,-0.032803403, 0.267810395,-0.007010505, 0.361063667,-0.192458829,-0.208180964
O00400,-0.45727307,-0.26512696,-0.28329307, 0.25420046,-0.27369162,-0.49302201, 0.15247553, 0.26487047,-0.10563004, 0.19335897, 0.43509813, 0.12680786, 0.12244876, 0.35275752,-0.39541636, 0.55629435, 0.09929416, 0.16203267,-0.15789141,-0.20828111,-0.55351755,-0.08353977,-0.37977077
O00410,-0.154628574, 0.411474861,-0.020483536,-0.029465142,-0.004557758, 0.111385783,-0.061969912,-0.018338855,-0.153847331,-0.363468169,-0.321437720, 0.137276625,-0.279063671, 0.044664878, 0.493491682, 0.290968970,-0.285728407,-0.032744789, 0.013650276, 0.105082896, 0.292661751,-0.326895102,-0.244369475
O00422, 0.23330046, 0.22439742, 0.20623131, 0.11874334, 0.12227372,-0.11594059, 0.46300302, 0.36874677, 0.38117293,-0.02165025,-0.15119611, 0.16006712, 0.48623673, 0.26056895, 0.26030738,-0.20236515, 0.52598428, 0.08461064, 0.27218676,-0.11846680, 0.10935886, 0.43566823, 0.29626939
O00567, 0.12399451, 0.19220681,-0.14683113, 0.41561203,-0.33450411,-0.32616890,-0.37630841,-0.21767095,-0.60697405,-1.07509231, 0.18750637, 0.30680412,-0.38091585,-0.09424972, 0.52492147, 0.11067421,-0.28663754,-0.15889185, 0.35039765,-0.01298283,-0.35224832, 0.01687767, 0.09501556
O00571, 0.017685928, 0.008782883,-0.009383228, 0.170224174, 0.173754550, 0.041860536, 0.028325624, 0.026899044, 0.039325205,-0.006109439, 0.036341566, 0.121562241, 0.122215471, 0.012056403, 0.011794834, 0.004682070, 0.130969696, 0.176533932,-0.061581724, 0.057316018, 0.277321588,-0.019179528, 0.001171003
O14579,-0.054630769,-0.063533814,-0.081699925,-0.007930261,-0.004399885,-0.234725297, 0.016394965,-0.006980858, 0.005445303,-0.019505689,-0.295013626,-0.043695202, 0.199480794,-0.015162370,-0.015423939,-0.282908704, 0.318044943,-0.005858808,-0.090888991,-0.286991923, 0.045368247, 0.287834974,-0.057410198
O14647,-0.4951355,-0.8457431,-0.5391613,-0.1432847,-1.0743651,-0.3856492,-0.5195405,-0.7691671,-0.4906078,-0.7692691,-0.7840506,-0.5453803,-0.6194275,-0.6925600,-0.4279531,-0.7058856,-0.5603980,-0.1138761,-0.5673335,-0.5602467,-0.7325849,-0.7011268,-0.7168490
O14737,-0.28520824, 0.47659871, 0.25331239, 0.07071369, 0.37606979, 0.04793403,-0.86060163,-0.24347066,-0.89245194,-0.25317069, 0.45080919,-0.34153077,-0.81173245, 0.33574478,-0.47580084, 0.58370370,-0.48389292,-0.06651506,-0.34926937,-0.33589252, 0.51195266,-0.62023906,-0.05016537
O14745,-0.26267156,-0.18185093, 0.01176090, 0.15770202,-0.23281918,-0.43703047,-0.39820373,-0.30397987,-0.16863916,-0.06632990,-0.02505731,-0.17879539,-0.26573824, 0.24066140, 0.39343706,-0.25187313,-0.17271562,-0.29184119,-0.15608801,-0.45932725,-0.28516641,-0.01580621, 0.31913291
O14818,-0.08379035, 0.21988736, 0.07809484,-0.06695765,-0.06359744,-0.41754547,-0.18041435, 0.08942921, 0.21257715, 0.14227389,-0.07744312,-0.12902916,-0.20141587, 0.30449810,-0.53559382,-0.08336494, 0.03090235, 0.45846058, 0.10912947,-0.56577897, 0.53382364, 0.55654915, 0.39366837
O14979, 0.40801098, 0.34794174,-0.16822407,-0.15768631, 0.15970971,-0.07532380,-0.15280692,-0.56113656,-0.18852198, 0.34576939,-0.12450704, 0.31519594,-0.18412064,-0.08927031, 0.06056278,-0.06844204,-0.12607559,-0.29340764, 0.54204917,-0.54176696,-0.16666185,-0.34157765,-0.15623781
O14980,-0.059401519, 0.258922053, 0.411563052, 0.207952270, 0.032532273, 0.723885343, 0.191010178, 0.167471204,-0.047967098,-0.138224180, 0.332389851, 0.230940082, 0.005761118, 0.548827869, 0.214219114, 0.323277650, 0.454992517, 0.301056000,-0.284811349, 0.482880971,-0.384110722,-0.671346288, 0.497482549
O15015, 0.42305545,-0.44128022,-0.67188018, 0.65009514,-0.82639459,-0.77086018, 0.45198048, 1.17639630, 0.12400777,-0.33287277,-0.12598492,-0.32982973, 0.35573930,-0.10660927, 0.23560985, 0.60712052,-0.48188957, 0.10940364,-0.24744215, 0.06448483,-0.27642743,-0.24009451,-0.35222669
O15020,-0.15673967,-0.16564272,-0.19171991,-0.20678384,-0.20325347,-0.22688957,-0.23276480,-0.17918420,-0.16675804,-0.17928617,-0.22840649,-0.17704680,-0.18140590,-0.21590777,-0.21616934, 0.02536686,-0.18794085, 0.24753480,-0.28801038,-0.37833297,-0.06290793,-0.20024203,-0.21596417
O15050,-0.27513323,-0.28403628,-0.09129106,-0.23563747,-0.10795385,-0.12732402,-0.02435099,-0.17351336,-0.16108720,-0.17361533,-0.26950317,-0.17777818,-0.07717637,-0.33394592,-0.02146636,-0.14469649,-0.06935511,-0.06344873,-0.07629055, 0.04374143,-0.14144077,-0.13619608,-0.22914435
O15066,-0.83932259,-0.25954725,-0.12747170, 0.11330641,-0.22436600,-0.37277358,-0.77106853,-0.35377472,-0.14763610,-1.45567456, 0.27771071, 0.39674590, 0.27787037,-0.54104800,-0.61482408, 0.05659767, 0.06009545,-0.19780350, 0.01112437,-0.90921826,-0.51244528,-0.63602682, 0.09867739
O15143, 0.107275747,-0.102031170, 0.030345871,-0.105689054,-0.076385519,-0.295293029, 0.216911316, 0.005939711, 0.522548956, 0.500025354,-0.313526066, 0.179220492,-0.265974716,-0.127634430, 0.694866478,-0.523475125, 0.081908530, 0.753153721, 0.003577927, 0.412483197, 0.029730510, 0.112356722, 0.078510050
O15144,-0.08723513,-0.15857936, 0.02980732,-0.43486530,-0.41518882,-1.00110410, 0.15288965, 0.18336793,-0.09114829,-0.29464756,-0.33684862,-0.64566279, 0.18985960,-0.43501769,-0.09421034, 0.23791935,-0.18375329,-0.25385606,-0.03505807,-0.77694450, 0.25839321,-0.40348982,-0.25813291
O15212,-0.39689536,-0.40579840,-0.42396451,-0.07624340,-0.07271303,-0.40483432,-0.43038229,-0.38179373,-0.36936757,-0.44076902,-0.36032734,-0.18063049, 0.04079941,-0.38742015,-0.38768172,-0.38109513,-0.28722855,-0.07196828,-0.57980732,-0.36408478, 0.01592102,-0.50032033,-0.43334421
O15327, 0.12449876, 0.92693212,-1.16288582,-0.88677524,-0.07628559,-0.55927397,-0.15990108, 0.94759846,-0.29865889, 0.94749649,-0.22464032, 0.75125067, 0.22404652,-0.40015904, 0.08205278,-0.71344353, 0.65793318,-0.78448110, 0.77161890,-0.01147968, 0.46738181,-0.87603127,-0.19351389
O15347, 0.05505499, 0.24638191,-0.13544963, 0.05144440,-0.02866380, 0.10138223, 0.08449399, 0.04029650, 0.05272266, 0.08556612, 0.27481861, 0.03334120, 0.02898210,-0.14167001, 0.07908562,-0.11035139, 0.09311628, 0.09902266, 0.07423100, 0.16563985, 0.13157274, 0.20428937,-0.06266845
O15355,-0.09494707,-0.40419578,-0.09022223,-0.24677863,-0.14478990, 0.01529208,-0.27588053,-0.26692796,-0.34152574, 0.44922988,-0.05438034,-0.23306951,-0.58514285, 0.04966831,-0.18848942,-0.10133765,-0.05394334,-0.35611946,-0.11975601, 0.27783787,-0.41701971,-0.02295330,-0.16497254
O15371,0.20884446,0.19994142,0.18177530,0.26595986,0.26949024,0.28159271,0.28743859,0.14265688,0.15508304,0.14422094,0.13200382,0.15495225,0.17364346,0.15729312,0.15703155,0.12860336,0.20940448,0.20224558,0.08802098,0.22623514,0.23730063,0.15143848,0.12167144
