E9PAV3,-0.7689905,-0.6512301,-0.5108208,-0.5701976,-0.8484945,-0.7219393,-0.6592513,-0.4727905,-0.3710706,-0.3117288,-0.6058730,-0.4561562,-0.5944897,-0.5912926,-0.2825000,-0.5594447
O00154,0.29795146,0.29795146,0.27850592,0.42025982,0.22138438,0.41175299,0.43843406,0.29795146,0.48770277,0.12549460,0.06244107,0.64758207,0.47621746,0.46689920,0.36070022,0.28065699
O00264, 0.040366748,-0.001353662,-0.001353662,-0.001353662,-0.100641386,-0.010799483,-0.022076320, 0.144072499, 0.040366748, 0.040366748, 0.254833740, 0.040366748, 0.140620398, 0.140620398, 0.140620398, 0.140620398
O00299,0.31704233,0.34635193,0.23953665,0.39552164,0.16742110,0.47399653,0.30794089,0.43861798,0.33317340,0.24607655,0.03896388,0.10067751,0.08460277,0.18598329,0.31167519,0.21860116
O00410,-0.18940250,-0.09814962,-0.30859614,-0.27441640,-0.76090999,-0.12830384,-0.67773465,-0.16586924,-0.41493176,-0.12773172,-0.12310303,-0.43354651,-0.28754353,-0.21981167,-0.97051770,-0.11532449
O00422, 0.67361419, 0.85687655, 0.52578845, 0.68784507, 0.67137299, 0.64955507, 0.69107368, 0.49346374, 0.04726796, 0.04671775, 0.06957102,-0.08070673,-0.20239468,-0.13346645, 0.06634507,-0.08498371
O00567, 0.12447252, 0.16287102, 0.15280511,-0.07945821, 0.15356860, 0.06441193,-0.10760805, 0.18372894, 0.22456686, 0.09455532, 0.30593706, 0.37898517, 0.46102528, 0.18093912, 0.34975269, 0.24012906
O00571,-0.072152170,-0.095552296,-0.107180027,-0.116628591,-0.064711966,-0.062250894,-0.196895079,-0.026335187, 0.007072650,-0.070156284,-0.020406522,-0.003897376, 0.040463119,-0.093371448, 0.100573093, 0.056844535
O14579,-0.19412858,-0.04906348,-0.35959609,-0.08076835,-0.14861748,-0.06111414,-0.22276443,-0.08076835,-0.17878785,-0.17878785,-0.14962662,-0.08076835,-0.17878785,-0.17878785,-0.17878785,-0.17878785
O14737,-0.01708412,-0.01708412,-0.01708412,-0.01708412,-0.01708412,-0.01708412,-0.01708412,-0.01708412,-0.01708412,-0.23677790,-0.01708412,-0.01708412,-0.45287431,-0.01708412,-0.01708412,-0.01708412
O14745,-0.23187461, 0.13399490,-0.23187461,-0.23187461,-0.23187461,-0.23187461,-0.23187461,-0.23187461, 0.05687659, 0.05687659, 0.05687659, 0.05687659, 0.36349336, 0.13399490, 0.05687659, 0.05687659
O14818, 0.40988441, 0.34508670, 0.09712624, 0.20365620, 0.14668269, 0.26414998,-0.11540353, 0.17391921, 0.08350715, 0.04611014, 0.11762324, 0.12303908,-0.05026167, 0.16733035,-0.29467221, 0.09513175
O14979,-0.01296398,-0.18433064,-0.24628616,-0.11901244,-0.08455186, 0.07278706,-0.03482146,-0.22957940,-0.41312934, 0.01745885,-0.28212766,-0.17442991, 0.04259208,-0.30743085, 0.12372184,-0.20309323
O14980,-0.04707072, 0.03847653, 0.36148548,-0.18512561, 0.15935615, 0.21758502, 0.18318657, 0.12332535, 0.06692070,-0.26423195,-0.19062954, 0.08211391, 0.39904746,-0.01908536, 0.11622382, 0.33578222
O15143,0.8196401,0.8711446,0.5899725,0.6737698,0.5092501,0.7702199,0.6786891,0.6896594,0.8079485,0.8479143,0.6322444,0.8566724,0.2251569,0.7127293,0.5576447,0.8588005
O15347,-0.24502437, 0.29117610, 0.18039997, 0.29117610, 0.14772135, 0.08421531, 0.24562894,-0.18554752,-0.18554752,-0.18554752,-0.21602485,-0.18554752,-0.24492467,-0.18554752,-0.18554752,-0.18554752
O15355,-0.02247247, 0.17270135, 0.04014444, 0.06824666, 0.09334069, 0.36456755, 0.46848693, 0.27218624,-0.26082468,-0.48474414,-0.21457455,-0.24164250,-0.24867659,-0.17537334,-0.59297189,-0.15857769
O15371, 0.02777732,-0.06581450, 0.09527135,-0.00006320, 0.19330532, 0.07782454, 0.24743369, 0.12791864, 0.18017668, 0.04577433, 0.01610836,-0.06575557, 0.06202763,-0.12591011,-0.35089164,-0.32389983
