E9PAV3,-0.479461894,-0.027797874, 0.082796440, 0.007828866,-0.696613149,-0.070120375,-0.047461578,-0.207537239,-0.451561548,-0.500513131,-0.469581598,-0.483095469,-0.910294432,-0.571592066,-0.521941618,-0.589929253
O00154,0.6715067,0.8010694,0.5252905,0.7317962,0.4808953,0.7853082,0.7317962,0.7627899,0.3065201,0.3470869,0.1647662,0.7445225,0.4639945,0.7317962,0.7317962,0.3065201
O00264,-0.31651597,-0.27857556,-0.26060011,-0.24998891,-0.78742840,-0.26797007,-0.47915885,-0.49056353,-0.04000743,-0.03329386, 0.13906107,-0.08073167,-0.32289946, 0.03076486,-0.02763897,-0.14801145
O00299,0.5112815,0.4848834,0.3807730,0.6776291,0.2430980,0.4584796,0.6189037,0.4547334,0.3975455,0.4288500,0.1985807,0.5046147,0.1874882,0.4627452,0.5582277,0.3266991
O00410, 0.31862318, 0.62858919, 0.09766746, 0.14340066,-0.18248571, 0.44462862, 0.01195197, 0.61650858, 0.17846070, 0.15473580,-0.17645401, 0.12223440,-0.20179178, 0.09651667, 0.30953668, 0.35013693
O00422,-0.03360570, 0.17321162, 0.21872398,-0.02186722, 0.32144105, 0.53027603, 0.21164171, 0.23345097, 0.03924623, 0.03924623, 0.12335613, 0.12335613, 0.15759515, 0.22329399, 0.11708254, 0.03924623
O00567,0.15702416,0.06929511,0.07873931,0.07873931,0.25579966,0.13607402,0.07966397,0.16066440,0.12729962,0.12729962,0.18443249,0.21213717,0.23638307,0.14612182,0.05991183,0.12729962
O00571,-0.312304703,-0.284574516,-0.343994854,-0.315182040,-0.162606020,-0.277773070,-0.298132574,-0.364755035, 0.071122631,-0.006953572,-0.188750548,-0.061746640,-0.038149148,-0.070983304,-0.048884925, 0.204353477
O14579,-0.29274836,-0.29274836,-0.56804142,-0.47006035,-0.05794863,-0.14241718,-0.32138421,-0.29274836,-0.25686208,-0.04410764,-0.33805084,-1.10921133, 0.21303138,-0.12628181,-0.34276963,-0.57727535
O14737, 0.49576677, 0.49576677, 0.49576677, 0.49576677, 0.27607299, 0.19176648, 0.49576677, 0.49576677,-0.01708412, 0.19176648,-0.01708412, 0.50688491, 0.49576677, 0.19176648, 0.49576677,-0.01708412
O14745, 0.1042177, 0.1042177, 0.1042177,-0.2318746, 0.3337161, 0.1339949, 0.1042177, 0.1042177,-0.2318746, 0.1339949, 0.1042177, 0.1904261, 0.1042177, 0.1339949,-0.2318746,-0.2318746
O14818,0.2724359,0.3313009,0.4204072,0.4631524,0.4115469,0.3549708,0.3071188,0.2876826,0.3271745,0.4006708,0.2552273,0.5216453,0.2766962,0.3991726,0.2728508,0.3415938
O14979, 0.382964427, 0.371811204, 0.325994836, 0.568000992, 0.222783174, 0.387392842, 0.169494462, 0.190690777, 0.251601190, 0.364800077,-0.210747224,-0.006468405, 0.024942098, 0.248076160, 0.337011186, 0.266454289
O14980,0.26547802,0.26547802,0.28159570,0.33280893,0.36437444,0.20368241,0.22327982,0.26547802,0.29879111,0.26541762,0.11177792,0.43421806,0.65550917,0.04683849,0.17219652,0.23222533
O15143, 0.606697302, 0.697337143, 0.418046628, 0.501735773, 0.005345675, 0.364259483,-0.039488237, 0.454636508, 0.892600759, 1.044749653, 0.534680303, 0.605065257, 0.441150662, 0.420630640, 0.270280141, 0.734081821
O15347,0.08238674,0.48436355,0.15203516,0.39863722,0.44934322,0.44972235,0.34772207,0.24304864,0.32179583,0.32179583,0.34501198,0.34501198,0.44411466,0.33882421,0.30482412,0.32179583
O15355,0.56949908,0.67342693,0.64264484,0.65255915,0.75991988,0.59656062,0.59836907,0.41039531,0.16265276,0.13051993,0.29801075,0.23509329,0.21090483,0.24605900,0.23641048,0.04416211
O15371,-0.014287086,-0.014287086, 0.051070292,-0.040800037,-0.127022729,-0.118560987,-0.091230503,-0.014287086, 0.082078520,-0.195554862, 0.080056125,-0.008923768,-0.036761593,-0.242206620,-0.148751731, 0.070615084
O15372, 0.18821018, 0.11488861,-0.09300498, 0.21013950, 0.14847475, 0.13514650,-0.09302170, 0.10370301, 0.37624799, 0.31545485, 0.58980805, 0.20260837, 0.64144007, 0.26673052, 0.53280900, 0.46116974
O15511,1.0241902,1.0928021,0.6643221,0.9365264,0.1252489,1.1359258,1.2752189,1.0388421,1.0178396,1.0178396,0.8978835,0.8978835,0.7181925,1.0843060,1.1307371,1.0178396
O43143,-0.32686880,-0.33903371,-0.30463005,-0.21258749,-0.27735727,-0.21978085,-0.16054505,-0.28931048, 0.08545948, 0.19297800,-0.01347371, 0.20556798, 0.18284427, 0.30959954, 0.22537065, 0.14673239
O43175,-0.4498020,-0.3425799,-0.2712074,-0.3954771,-0.2703786,-0.3692580,-0.2547884,-0.3857021,-0.1954808,-0.2910067,-0.1472825,-0.2986423,-0.2236491,-0.3434961,-0.2566856,-0.3034209
O43242,0.6520760,0.7977775,0.7755175,0.7419977,0.9240177,0.8621072,0.6815414,0.9458706,0.4688335,0.3990217,0.2361074,0.2684986,0.4609131,0.4746020,0.4289667,0.4940833
O43390,0.2994157,0.2757279,0.3439782,0.3769471,0.5931091,0.2320913,0.4460909,0.2455793,0.6795223,0.5179011,0.9362172,0.7090423,0.7435608,0.6185746,0.9524803,0.7930197
O43670,-0.7079867,-0.5317458,-0.6984293,-0.8058236,-1.0771796,-0.6257479,-0.4034216,-0.8117327, 0.6782901, 0.5028652, 0.5827812, 0.6611288, 0.5316206, 0.9002214, 0.8966198, 0.5587357
O43707, 0.364519579, 0.311168429, 0.263557751, 0.377340650, 0.214160548, 0.271649933, 0.283270780, 0.304875913, 0.228977960, 0.156707191, 0.257321755, 0.255045972, 0.144136554, 0.170948231,-0.001573001, 0.215399802
O43776, 0.02893222, 0.02893222, 0.17424718, 0.12261175, 0.17272609, 0.14806195,-0.02144133, 0.02893222,-0.04181447, 0.13943838, 0.29434467, 0.27021135, 0.57167501, 0.34656192,-0.19293511,-0.01082726
O43809,0.3995446,0.5175064,0.3971689,0.4096682,0.8258905,0.4140780,0.1641950,0.5060827,0.3716982,0.5980514,0.3976128,0.4048000,0.8352062,0.4162437,0.3837974,0.4411745
O43852,-0.593877529,-0.512553213,-0.436783610,-0.541488904,-0.947304637,-0.624514438,-0.336452947,-0.670989551, 0.052817290, 0.166204961, 0.000542042, 0.172218187,-0.178615537, 0.003489514, 0.011676097,-0.085914209
O60506,0.17574713,0.18521692,0.41832860,0.20590325,0.23156187,0.00026387,0.11810938,0.11773499,0.19719521,0.26851150,0.29363114,0.33966146,0.23692765,0.09969925,0.15702414,0.38789350
O60664,0.7203956,0.9634433,0.7085732,0.8426472,0.8759233,0.7166762,0.5226689,1.0153441,0.8421620,0.8421620,0.8382212,0.8382212,0.8940046,0.8001717,0.7355026,0.8421620
O60841,0.3580807,0.3580807,0.3615451,0.3953751,0.4224730,0.4696407,0.4008906,0.3580807,0.4258298,0.3160821,0.2145923,0.4442132,0.3970776,0.6670101,0.5542593,0.3323302
O60869,0.36627210,0.26677717,0.20080176,0.26677717,0.21244952,0.10307124,0.52737771,0.03854213,0.43323114,0.49115904,0.50087666,0.35074538,0.30185414,0.21675176,0.35074538,0.43323114
O75083,0.2815886,0.5041661,0.4293615,0.4873544,0.5011285,0.2051834,0.5270110,0.4353852,0.5515053,0.6086102,0.7020812,0.5525160,0.6211011,0.4994825,0.5425187,0.5129059
O75347,-0.06855003,-0.06855003,-0.01234659,-0.02905800,-0.08550761,-0.05715490,-0.05109848,-0.06855003,-0.02905800,-0.02905800,-0.01234659,-0.01234659,-0.15832856,-0.06902952,-0.02905800,-0.02905800
O75367, 0.30517475, 0.30517475, 0.45882826, 0.33531302, 0.11589174, 0.27287757, 0.10191936, 0.30517475, 0.49895568, 0.02863716, 0.39918289, 0.47834621, 0.42984856, 0.29103988,-0.11081049, 0.38793142
O75368,0.19266333,0.60976134,0.60976134,0.28612268,0.60976134,0.34689779,0.50194257,0.19266333,0.13304841,0.08719787,0.08719787,0.08719787,0.19266333,0.34689779,0.28612268,0.28612268
O75369,-1.16588834,-0.51044273,-0.40079764,-0.36295153,-0.28797755,-0.38317343,-0.53493012,-0.47751876,-0.47762038, 0.36805745, 0.32622291, 0.04342293, 0.04599186, 0.20505737, 0.25733267, 0.04077827
O75390,-0.29437379, 0.07772360, 0.09978511,-0.18863493, 0.02297048,-0.21068749, 0.18922089,-0.07218730, 0.02861599, 0.15107499, 0.31867815, 0.09974554, 0.20396723, 0.02672018, 0.26303913, 0.20586038
O75494,-0.05122996,-0.15953206,-0.51159309,-0.03939083,-0.29125720,-0.03422780, 0.30490733, 0.10823952,-0.08338428,-0.08338428,-0.23683866,-0.23683866,-0.16339336,-0.08166327, 0.03138177,-0.08338428
O75533,-0.03424899, 0.37714425, 0.16683436, 0.15104760, 0.33513352,-0.09255405, 0.09322991, 0.26967716, 0.28837680, 0.47588105, 0.47605698, 0.43330868, 0.39141725, 0.33565599, 0.55331733, 0.65558724
O75643, 0.179685833, 0.179685833, 0.100118034, 0.183880990, 0.138505651, 0.275926050, 0.147343956, 0.179685833, 0.288029587, 0.252351831, 0.001062963, 0.011261552,-0.027838836, 0.287396732, 0.191003957,-0.001323919
O75821,-0.026461324,-0.137566862,-0.020679100,-0.090275683,-0.207971739, 0.056512063,-0.173846614,-0.051594257,-0.025066022, 0.189012423, 0.000371744, 0.063615122, 0.053452412, 0.077125618, 0.247154903, 0.025173007
O75822,-0.27171405,-0.06792570, 0.09588122, 0.09588122, 0.21597252,-0.18071631,-0.09790731,-0.27171405,-0.27171405,-0.27171405, 0.02029836,-0.06792570,-0.15926214,-0.05251082, 0.03029819,-0.27171405
O75874, 0.02390794, 0.06163884,-0.07039246, 0.07729548,-0.04006029, 0.26297756, 0.10869934, 0.10906407, 0.30364118, 0.41203154, 0.57487956, 0.37636159, 0.23940125, 0.09151662, 0.11444756, 0.29130506
