Protein	i10	i11	i12	i13	i14	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i5	i53	i55	i56	i57	i58	i59	i60	i61	i62	i63	i64	i69	i7	i71	i72	i73	i74	i75	i76	i77	i78	i79	i8	i80	i85	i87	i88	i89	i9	i90	i91	i92	i93	i94	i95	i96
O15327	0.228025924	-0.426834938	0.356254673	-0.420075538	0.847655751	-0.194187647	0.703498343	0.094678199	0.444023528	0.180593625	-0.032958098	-0.056465057	0.340080677	-0.703509217	0.331779594	-0.425946083	-0.697718336	-0.868989758	-0.30002006	-0.131625104	0.733226542	-1.322419526	0.42139799	-2.09601501	0.5621323	0.218239086	0.514165798	1.311928624	-1.953910795	1.40452348	-0.457720999	0.652223328	-0.453230828	0.40521723	-0.38794669	0.649498628	-1.253699525	0.44420869	0.180593625	0.33468709	-0.984841886	0.984295403	-0.266962147	0.801684294	-1.032209957	0.631504256	-0.505089071	0.984295403	0.386992113	-0.339767861	0.085233731	0.898864101	-0.038966921	0.984295403	-0.831745806	-0.018688721	0.1016653	0.077697825	0.590431438	0.712372901	0.683809279	0.440651453
O15347	-0.122207785	-0.413089718	-0.152827524	-0.413089718	0.363802736	-0.405917408	-0.107118081	-0.413089718	-0.183205154	-0.413089718	-0.183205154	-0.413089718	-0.191195674	-0.402999578	-0.152827524	-0.413089718	-0.329002262	-0.405917408	-0.152827524	-0.413089718	0.042304522	-0.405917408	-0.152827524	-0.155425725	-0.329101963	-0.405538799	-0.04951095	-0.039750408	-0.405538799	-0.152827524	-0.402999578	-0.152827524	-0.405538799	0.147721349	-0.456459946	-0.359479593	-0.405538799	0.01372908	-0.385446079	-0.183304855	-0.402999578	-0.185547516	-0.413089718	-0.185547516	-0.413089718	-0.329101963	-0.402999578	-0.039750408	-0.122207785	-0.145674862	0.126663788	-0.047740927	-0.402999578	-0.216024846	-0.403378188	-0.402999578	-0.191295374	-0.402999578	-0.191195674	-0.402999578	-0.152827524	-0.402999578
O15355	0.221647055	0.291667652	0.167046638	0.721274217	0.197061148	0.139062702	-0.577534873	-0.169017777	0.436140274	-0.230861583	-0.02465539	-0.102378835	0.400012938	-0.018767843	0.084651707	-0.389268337	-0.044726437	-0.73895126	-0.198802391	-0.774771121	-0.738591207	-0.811205873	-0.184472587	0.165615986	0.038147976	-0.081120377	0.038735849	-0.869703783	-0.104999122	0.223626861	-0.222331675	0.052013397	-0.078258266	0.205854675	-0.056595482	0.083627158	-0.079095946	0.14138856	0.068331464	0.020618487	-0.01559422	0.145490884	-0.250028095	0.020388263	-0.009812167	-0.016581344	0.182065464	0.473527567	0.171044749	-0.234531323	1.124021038	0.670803599	0.747786765	0.397480403	-0.152094292	0.152364599	0.329734204	0.437340455	0.299361611	0.121232039	-0.16033469	-0.069212512
O15371	-0.088083489	0.126368437	-0.40235059	0.245802628	-0.011140072	0.156100573	-0.252694676	-0.075948563	-0.511136313	-0.115373669	-0.511136313	0.089513117	-0.467544557	0.284044757	-0.570671273	-0.103570765	-0.50611738	-0.118448496	-0.511136313	-0.177252736	-0.452111883	0.151012188	-0.445942346	-0.103570765	-0.445942346	0.016124324	0.017652974	0.585598598	0.245802628	-0.433792017	0.245802628	-0.536918733	-0.139437782	-0.020909297	0.126126208	-0.495956131	0.212741736	-0.361137166	0.126368437	-0.320470699	0.028301087	0.009797871	-0.037925853	-0.343671062	0.046874172	-0.476151326	-0.139437782	0.036504323	0.020680301	0.063861189	-0.091268264	-0.127104548	-0.139437782	-0.041474168	-0.0018924	0.156561924	-0.023241469	-0.103197277	-0.405458375	0.245802628	-0.28379287	0.156561924
O15372	0.479357301	-0.168370343	0.108046445	-0.294740154	0.427170298	-0.318595446	-0.107098591	0.081001882	0.158082832	0.094186973	0.158082832	-0.168819264	0.118529668	-0.274858933	0.220454324	-0.014735232	0.234946322	-0.202629562	0.158082832	-0.085895721	0.219628969	-0.201131532	0.147599609	-0.014735232	0.147599609	-0.166181304	0.128195202	-0.29222665	-0.294740154	0.174739635	-0.294740154	0.276664291	0.040860317	0.128036644	-0.30784877	-0.056178335	-0.372075365	0.123395808	-0.168370343	0.375359993	-0.311086563	0.014400946	-2.66E-05	0.021966091	-0.423164328	0.297300319	0.040860317	0.246857122	0.0867069	-0.285180047	0.072832712	0.168849252	0.040860317	0.369290423	-0.052968296	-0.42648861	0.292366882	0.183642068	0.394241596	-0.294740154	0.148680834	-0.42648861
O15382	1.412010976	0.885832987	1.639117303	1.018803777	1.993214311	-0.604640569	-0.268958475	0.142688049	0.597422798	-0.100558082	-0.1976225	-0.541359667	-0.275452742	-0.74204059	1.062363374	-0.806054739	-1.810506791	1.42058868	-0.128638436	-0.077673157	0.017685384	-0.270111369	2.312561815	-0.594125574	0.456938365	0.838054032	0.884133019	-0.395873806	-0.670841493	-0.411103055	0.183973376	0.204349526	0.664123247	0.749205383	0.604853918	-0.650603868	-1.623008856	-0.093679715	1.013171468	0.168706511	-0.107620307	1.24859241	-0.410010014	-0.010679778	-0.52469849	-0.771585726	-0.34410674	0.373787794	1.380925881	-0.456379978	0.734593224	-0.13173607	0.002434294	-0.409564905	1.511556611	-1.255615516	-1.092953113	-1.719689903	-1.067045938	-0.947626854	-1.739404902	-2.270116795
O15427	0.719763529	-0.128120436	0.795067071	-0.188878273	0.629547511	-0.36269335	0.109158847	0.029838001	0.795067071	-0.613716684	0.795067071	-0.584254483	0.719763529	-0.550113988	0.746499154	0.029838001	0.670364978	-0.134584734	0.746499154	0.032633096	0.746499154	-0.550113988	0.100574763	0.029838001	0.746499154	-0.13787122	0.746499154	0.074024385	-0.356229052	0.413663085	-0.382404767	0.746499154	-0.004273283	0.746499154	-0.546827502	0.736271068	-0.128120436	0.795067071	0.029838001	0.746499154	-0.59316312	0.746499154	-0.550113988	0.100130981	-0.59316312	0.746499154	-0.59316312	0.746499154	0.719763529	-0.194984129	0.456076758	0.670364978	0.029838001	-0.230479853	0.056497422	0.029838001	0.036450126	0.029838001	0.795067071	-0.198270615	0.746499154	-0.151934997
O15440	-0.285117651	0.583456733	-0.762514103	-0.408377369	-0.083483836	0.576852779	-0.792122601	0.537554188	-0.802037668	0.127204244	-0.802037668	0.850217839	-0.739887538	0.162623509	-0.81506006	1.798802892	-0.917245433	0.622892488	-0.802037668	0.430132666	-0.967689366	1.283580688	-1.06133948	0.413888937	-0.932109336	1.194207025	0.888443925	-0.871640054	-1.214301752	-0.834908433	-1.486060514	-0.910080956	0.548121023	-0.239345851	-0.332750087	-0.9325284	0.706686876	2.322658823	0.758936579	-0.917624187	0.53975781	-1.064114069	0.641844058	-0.877539323	1.200823272	-0.984395994	0.548121023	-0.822247111	-1.143308815	0.642384671	1.655765265	-1.02242671	-0.510065578	-0.009941461	-0.601482488	-0.586198421	-0.374323904	-1.536656321	-0.600587894	-0.965461585	-0.883612858	-0.294630839
O15511	0.370215445	-0.269423935	0.287023748	-0.095247954	0.374839937	-0.826547078	0.501623101	-0.015383176	0.398007637	-0.68746107	0.204656555	-0.139469256	0.375367975	-0.455902886	-0.018866547	-0.044515755	0.802316319	0.492861642	1.448854586	0.263770985	1.296340647	0.845187657	0.158712902	0.320738135	0.941135586	-0.183042192	0.094215601	0.001992576	-0.832480769	-0.121913382	-0.812489093	0.127784098	0.005295348	-0.901035734	-0.337514965	-0.489774718	-0.919993552	-0.601368289	-0.269423935	-0.130275146	0.244895283	0.056360698	-0.195282309	0.096182687	-0.775234038	0.833125301	-0.90456783	-0.120636976	0.50433816	0.273430787	0.33229632	-0.192339915	0.074118262	-0.846418757	-0.585142662	0.102945612	-0.707777033	-0.057286524	0.759370668	-0.462355803	0.351162561	0.194141074
O43143	-0.624641446	0.367953381	-0.037842394	-0.236322036	-0.516286945	-0.317949545	0.148513628	-0.177217031	0.294237609	0.019168141	0.317749444	0.047377074	0.266604849	-0.290759264	0.410867028	0.326322157	-0.015564127	0.243961847	0.058891141	-0.075937943	1.133708178	0.390410737	0.740069164	0.327052003	0.730530534	-0.936295814	-0.0118052	0.144892665	-0.312489429	0.389343609	-0.312489429	0.533605788	-0.046882347	0.115186231	-0.111932955	0.219689389	-0.415642802	0.160223548	-0.819625532	0.416976369	-0.35996269	0.350267594	-0.092684419	0.397356202	-0.240362808	0.482980448	-0.055494498	0.257004599	0.245032482	-0.169064261	0.293235546	0.387359626	-0.046882347	0.128357421	-1.301415385	-0.419083169	0.050369399	0.092209498	0.426423336	-0.312489429	0.336736031	-0.419083169
O43175	0.512926388	0.109839223	0.512256382	0.977750993	0.64398665	-0.386928062	-0.172360009	0.03366199	-0.272319831	0.597901094	0.208822451	-0.029869885	-0.154353991	0.302120794	-0.313371947	0.161850387	-0.36036439	0.064794286	-0.649085056	-0.006009192	-0.407390205	-0.467717853	-0.444172919	-0.195564858	-0.516467299	-0.043875594	0.228185212	0.156554755	-0.08716227	-0.111417582	0.25125479	-0.004621452	1.167906757	-0.280194303	0.452155799	0.18544509	-0.275990069	-0.178415252	0.050113712	-0.272741903	0.858854305	-0.635789677	-0.422980268	-0.470503077	-0.229090037	-0.107815836	0.249913195	-0.175052866	0.473622769	-0.069089551	-0.110098843	-0.527295177	-0.246504409	-0.245372126	0.34026427	-0.172909605	-0.25576643	0.5257613	0.069709837	0.544171878	-0.3873072	0.006144715
O43242	-0.241870153	-0.031253953	0.033255853	-0.288949519	0.755901581	-0.248554396	0.631451115	0.739019688	0.741043697	0.34770016	0.10887914	0.168183436	0.032109123	-0.466199052	-0.029526652	-0.240692164	0.072751378	-0.212292394	0.175946907	-0.383179111	0.143778681	0.238695958	0.344496474	-0.401740174	-0.572841758	0.26010388	0.114777138	0.005416762	-0.72115844	0.32808929	-0.039227528	0.227155152	-0.21707168	0.073125578	-0.631145004	0.145616153	-0.689202319	0.515478937	0.638877462	1.127071012	-0.115521339	0.546908872	-0.249270527	-0.006406206	-0.30488251	0.778866839	-0.399155189	-0.986152266	0.462860742	0.252490389	-0.036680479	0.013161932	-0.683616018	0.298121919	0.111596323	0.019000178	-0.377280032	-0.530750652	0.116528485	-0.311916718	-0.391214847	-0.760709155
O43324	0.328966444	-0.202085654	-0.479494814	-0.130481682	-0.02285396	0.116581945	0.028263074	0.698244581	-0.043786492	0.143053656	0.211256575	-0.277660636	0.013166392	-0.019859871	0.256787585	-0.141228492	0.271369519	-0.141228492	0.273290315	-0.076114779	0.327713259	-0.115444598	0.273290315	0.094819455	0.261325533	-0.412442998	-0.434886182	-0.537213549	-4.85E-05	0.273290315	0.43683333	-0.839322479	-0.340039603	-0.005467392	0.234415438	0.228948694	-0.060178775	0.167274795	0.9080663	0.230869491	-0.075730764	0.070797771	0.175358134	0.070797771	-0.134777986	0.261325533	0.140675009	-0.003650696	0.081966489	-0.259985882	0.607744125	-0.056981812	0.081130509	0.066797787	-0.462967941	-0.342625831	0.219057727	0.35318693	0.404677718	-0.249223741	-0.042988036	0.338464812
O43390	-0.166949761	-0.097667195	0.106196622	-0.162395243	0.64080016	-0.067983704	0.258265072	0.270012281	-0.417569494	-0.052742406	0.028533578	-0.304416613	0.134266601	0.180942012	0.368903628	-0.129102279	-0.508037802	-0.149491837	0.248889989	-0.053751001	0.146867506	0.212566319	0.080863596	-0.114861529	-0.283665805	0.215284056	-0.311642081	-0.597974585	-0.539980484	-0.205384828	0.189578601	0.056705882	-0.09788208	0.534000306	-0.033574381	0.099037737	-0.217070492	0.707717646	-0.207262796	0.443339495	0.582954883	0.791379717	-0.21248852	0.030570448	0.337691706	0.262125709	-0.033837958	0.724859664	0.191817248	-0.206876972	-0.236109583	-0.534016132	0.078202687	-0.073780598	0.145188546	-0.147367666	-0.113496274	-0.664372106	0.040495966	-0.055225148	-0.681825053	-0.300483944
O43598	0.068056065	0.399681236	0.192181921	0.212438195	-0.270209006	-0.796470803	-0.009676329	0.249612188	0.969042521	0.04303467	0.775660646	0.11780326	0.809181536	-0.280971346	0.958948393	0.091616041	1.111297418	-0.129418649	2.432523277	0.713091435	0.490382149	1.066905168	0.555931723	0.402398517	0.840686288	0.018823485	-0.441478717	-0.463267885	-1.004492534	-1.022140115	0.388013053	-0.137075018	-1.01788426	0.328953551	-0.556827526	0.006218045	-1.638133224	0.100186181	0.000270349	0.728719009	1.174056927	-0.396364385	-1.675917021	0.183554157	-0.295801715	0.654506029	-0.494512641	0.112857556	0.290823045	0.335258312	0.272143784	0.183781242	0.15878463	-0.009981975	0.007739859	-0.792184326	-0.321958132	-0.195363741	-0.135315051	-0.417693673	-0.027335358	-1.37620425
O43670	0.660755413	0.469822395	0.006394556	0.493349613	0.587978869	0.469822395	-0.25903483	-0.345827896	-0.276153596	-0.345827896	-0.276153596	-0.345827896	-0.261206654	-0.372148749	0.05914907	0.469822395	-0.176201227	0.469822395	-0.233678149	0.437692939	-0.475000953	-0.280349593	-0.233678149	0.469822395	-0.149181768	0.469822395	0.119390151	0.032998901	0.509964163	-0.233678149	0.469822395	-0.233678149	0.651551914	0.582258415	0.225141306	-0.191657216	0.469822395	-0.566360206	0.469822395	-0.249134137	-0.372148749	0.395654884	-0.345827896	-0.186895408	0.152903029	-0.149181768	0.469822395	0.408052633	0.47596696	0.469822395	-0.146798411	-0.271900835	-0.372148749	0.582258415	0.493349613	-0.101146807	0.582258415	0.137131147	0.033033213	-0.101146807	-0.233678149	0.469822395
O43683	0.17783333	-0.816111755	0.311579543	-1.297869295	0.218229289	0.441062123	0.184610049	0.069869201	0.489930544	-0.783596707	0.440798081	0.035144721	0.449473302	0.143682054	0.688373494	0.4249185	0.219790264	0.086677404	1.028885503	0.4351336	0.437214971	-0.206043501	0.718046479	0.898635668	0.746417398	-0.078743835	0.356571777	-0.318593877	0.028525512	-0.583950876	-0.801872584	-0.442908815	0.040620408	0.204951042	-0.424518612	-0.602709482	-0.399288561	0.310021258	-0.667124428	0.511485867	-0.192913047	0.28981758	0.582424624	0.260321408	0.315843245	-0.186450321	-0.004365582	-0.3815493	0.003691159	-0.33733304	0.471003478	0.150761367	0.232542513	-0.298947593	-0.88179311	0.368078543	0.574928428	-0.399288561	0.491149983	-0.214655524	0.144508499	0.051180144
O43707	0.230285797	-0.082332604	0.103747053	0.399164012	0.093203592	0.213761663	-0.185407919	0.197556744	0.217566082	-0.198746582	0.32656146	0.238117566	-0.222913652	0.238732174	0.170907881	-0.026867194	-0.00258146	-0.261912017	0.35563188	-0.084471592	0.110851716	-0.227710498	0.005956828	-0.158788865	-0.198713923	0.268535444	0.318316417	0.024249269	0.110460734	-0.184477366	0.067968021	-0.109975782	-0.054198696	0.215415257	-0.337627831	0.071416983	-0.119586181	0.586099035	-0.285842985	-0.006302842	0.360165723	0.333700942	0.096747713	-0.14379421	0.302594524	0.183119692	-0.078950222	-0.009071335	-0.04143654	0.286679749	0.015476971	-0.647152059	0.120765917	-0.073732155	-0.320543681	-0.231836702	-0.25676892	-0.604323824	-0.120676779	-0.268422585	-0.612774702	-0.105815135
O43719	-0.088952872	0.190105027	0.00021214	-0.18026552	-0.092874421	-0.080834399	0.086687749	0.249999392	0.027079726	0.190105027	0.086687749	0.190105027	0.055898615	0.190105027	0.086687749	0.190105027	-0.003709409	-0.161609979	-0.047435794	0.190105027	0.027079726	0.190105027	-0.003709409	0.190105027	0.027079726	-0.336579712	-0.123600067	0.086687749	-0.009902486	-0.047435794	-0.080834399	-0.047435794	-0.080834399	-0.136600806	0.190105027	0.059820164	-0.090678066	-0.047435794	-0.361617492	-0.136600806	0.190105027	0.027079726	0.190105027	0.027079726	0.190105027	-0.088952872	-0.090678066	-0.088952872	0.086687749	-0.161609979	-0.136600806	-0.047435794	0.190105027	-0.136600806	-0.080834399	0.190105027	-0.136600806	0.190105027	-0.136600806	0.190105027	0.086687749	0.190105027
O43776	-0.183591966	-1.066162579	-0.347834476	-0.737851466	-0.310932591	-0.562759903	-0.706971626	0.354321384	0.345851398	-0.771413666	1.264833922	0.421922326	0.07592376	-0.659668007	0.292572589	0.580347928	1.351551111	0.252549845	0.871735938	0.758118364	0.836047313	0.543763783	0.687574268	0.686399822	1.207062686	-0.412576392	-0.296069682	-0.552475999	-0.911493491	0.269052567	-0.884978353	-0.407775974	-0.737238526	0.604999378	-0.04913869	0.369007282	-0.168691104	-0.012086359	-0.720956029	0.599698771	-0.71010453	0.819743486	-0.937971553	-0.329055116	1.050899391	0.024294851	0.186600925	0.302992641	-0.536260361	0.62495233	-0.399754305	-0.024667704	-0.460423571	0.049830897	-0.219153191	-0.570243086	-0.243496544	-0.81827651	0.653199555	-0.768121592	0.777203684	-0.261900784
O43809	0.36145383	0.523507705	-0.619441383	-0.316694174	-0.174522558	-0.401597675	0.256078813	0.079291163	0.21963503	0.189744574	0.298329502	-0.385236197	0.298329502	-0.280980209	0.335768387	-0.362010621	0.298329502	-0.194138174	0.298853747	-0.379227328	0.444431582	-0.378700032	0.256078813	-0.362010621	0.256078813	0.006318797	0.305473204	-0.324495427	-0.328687264	-0.159139259	-0.328687264	0.062120178	0.346371765	0.365489616	-0.283469494	0.042206271	-0.399084191	0.287649965	0.042531624	0.365871915	-0.159971938	-0.303206937	0.037266602	0.298853747	-0.356722245	0.232045238	0.346371765	-0.074205131	-0.265580122	-0.181447929	0.328050731	-0.025958894	0.346371765	0.466821413	0.267903724	-0.402974103	0.365871915	0.346371765	0.466821413	-0.328687264	-0.003556001	-0.402974103
O43852	0.791244201	0.11098965	-0.264589074	-0.304662402	0.130969915	0.344853242	-0.87645594	0.089442573	-0.310195917	-0.066943552	-0.310494747	-0.253551589	-0.991617039	-0.502669281	-0.042774762	0.034519628	0.180559657	0.319703042	0.298145218	0.102070351	-0.587375892	-0.063250889	-0.118056831	-0.060799881	-0.257471589	0.505696155	-0.201940314	-0.286188282	0.314843342	0.127321555	0.758266463	-0.500520917	0.443958296	0.025896919	-0.072664833	0.641953131	-0.148856923	-0.464778735	-0.149987245	0.89996496	-0.890055567	0.589936227	0.016091733	-0.043297681	0.103337298	0.886610828	-0.365813479	0.506853573	-0.170091962	0.205242229	-0.232414179	0.017730905	0.195769256	0.239266608	0.340191028	0.023699612	0.025121599	0.224456168	-0.022670255	0.041842702	-0.029716574	0.023699612
O43865	-0.244276871	0.471178072	-0.578766989	0.4830971	-0.302695885	0.493970972	-0.722830718	0.496585031	-0.685656046	0.646005995	-0.685656046	0.525008651	-0.566520853	0.450870593	-0.553123072	0.341256178	-0.799353495	0.373355107	-0.758661167	0.29865061	-0.462711645	0.192992037	-0.758661167	0.341256178	-0.896676492	0.312371067	-0.247309133	-0.260030341	0.4830971	-0.758661167	0.4830971	-0.758661167	0.470163719	-0.292410778	0.228178518	-0.69202407	0.479336048	-0.255661899	0.471178072	-0.782979043	0.453929088	-0.683451243	0.192992037	-0.774723105	0.299529995	-0.896676492	0.455282691	-0.543526453	-0.622469965	0.441569505	-0.485702737	-0.564759466	0.803429492	-0.292410778	0.403946972	0.453929088	-0.305808559	0.492608249	-0.605150444	0.4830971	-0.541890463	0.453929088
O60234	-0.104779789	-0.04477669	0.110912197	-0.458389483	0.28916985	-0.825768046	0.343612576	-0.687536453	-0.604051157	0.415070333	-0.957508966	0.200903035	0.223187692	-0.893302838	-0.417827824	0.218786717	0.690203934	0.406009815	0.414073564	0.322651711	-0.106678291	0.464255587	0.28916985	0.770223751	-0.106678291	-0.00186412	-0.186139932	-0.686961196	-0.045192318	-0.196389415	-0.504208085	-0.432192793	-0.77426352	0.846498946	-0.04809835	-0.126547001	-0.512799137	0.197170101	-0.09751684	1.623084158	0.838508034	0.224339952	-0.020084399	0.419981907	1.067057865	0.692072728	0.405105353	0.573625703	-0.104779789	1.225192966	0.143670692	0.28916985	0.116597872	0.172591619	-0.20064563	-0.039729044	0.070709689	-0.189828268	0.379866791	-0.039729044	0.172591619	-0.042592728
O60381	-0.878319039	-0.05338413	-0.952847777	0.001798788	-0.624797536	0.333792151	-0.021968171	0.216367593	-0.969053781	0.352782806	-0.589575422	-0.460367179	-0.505105002	0.035988681	-1.887472588	0.448411745	-0.280274129	0.542948648	-0.588443334	0.559216608	-0.499681829	0.317370391	-0.454914637	0.582052203	-0.499681829	0.43535914	0.203268577	0.950167674	0.373979381	0.502361064	0.685311287	0.331025267	0.168523449	0.544011803	1.175560955	0.432973269	-0.182932807	0.188926986	0.109116169	-0.291171218	0.753818074	-0.044546167	0.552766317	-0.815092742	0.658660278	0.57382776	0.333678258	-0.03241022	-1.456779301	-0.073589448	-0.140965726	-0.119092615	0.426509501	0.296929389	-0.074653201	0.804546187	0.006097863	0.744950541	0.008058863	0.804546187	0.296929389	0.234503923
