"proteins","i105","i118","i119","i132","i164","i170","i184","i186","i215","i217","i219","i231","i246","i250","i265","i295","i297","i299","i308","i311","i327","i328","i343","i344","i358","i360","i395","i405","i423","i442","i443","i452","i454","i469","i489","i504","i505","i506","i517","i521","i534","i535","i548","i564","i566","i873","i886","i887","i900","i907","i917","i932","i938","i952","i954","i965","i983","i985","i987","i999","i1014","i1018","i1049","i1065","i1067","i1076","i1080","i1083","i1095","i1096","i1108","i1114","i1141","i1142","i1144","i1157","i1161","i1172","i1177","i1188","i1190","i1227","i1239","i1254","i1255","i1256","i1259","i1268","i1301","i1306","i1307","i1318","i1333","i1353","i1396","i1398","i1413","i1430","i1446","i1447","i1449","i1451","i1467","i1482","i1483","i1496","i1499","i1512","i1513","i1541","i1543","i1545","i1560","i1578","i1591","i1593","i1605","i1638","i1654","i1655","i1669","i1670","i1672","i1688","i1690","i1720","i1722","i1723","i1749","i1753","i1765","i1782","i1783","i1785","i1787","i1803","i1813","i1814","i1816","i1833","i1834","i1835","i1848","i1850","i1882","i1883","i1893","i1912","i1915","i1928","i1929","i1957","i1959","i1961","i1976","i1994","i2007","i2009","i2021","i2023","i2026","i2037","i2069","i2073","i2085","i2107","i2138","i2150","i2165","i2184","i2187","i2201","i2213","i2215","i2217","i2232","i2250","i2261","i2262","i2263","i2266","i2277","i2294","i2295","i2309","i2310","i2312","i2326","i2377","i2378","i2379","i2405","i2410","i2425","i2427","i2458","i2469","i2475","i2488","i2489","i2491","i2501","i2506","i2521","i2523","i2550","i2554","i2555","i2570","i2581","i2587","i2600","i2601","i2603","i2613","i2635","i2646","i2647","i2649","i2651","i2667","i2682","i2683","i2693","i2712","i2715","i2728","i2729","i2757","i2759","i2761","i2776","i2794","i2807","i2809","i2824","i2825","i2837","i2838","i2839","i2842","i2857","i2872","i2873","i2885","i2886","i2887","i2890","i2904","i2905","i2921","i2922","i2923","i2935","i2939","i2949","i2982","i2998","i3014","i3015","i3029","i3030","i3032","i3049","i3050","i3051","i3064","i3066","i3093","i3098","i3113","i3115","i3142","i3146","i3147","i3162","i3179"
"E9PAV3",-0.152493851,-0.032976936,-0.036785885,0.513503575,0.544514036,0.053470489,0.03667578,0.073592193,0.783349797,-0.210566373,-0.178071329,-0.069884759,0.225946696,-0.261184248,0.398389866,0.059019945,-0.047077592,0.64399817,-0.161227311,0.2269432,0.101132753,-0.040586299,-0.22440777,0.389587977,0.207494816,0.049385058,0.231006821,-0.077144762,0.086337909,0.486226901,0.437527543,0.225549201,0.324760469,-0.395746368,0.271396055,0.520386759,-0.058619119,0.249360704,0.279797136,0.375793025,0.398871739,-0.03128794,0.100655193,-0.144024534,-0.246070549,-0.298597478,0.009777982,-0.480858781,0.293273145,0.200056911,0.115193888,0.094242993,0.530637361,0.298320703,0.407042382,0.065081134,0.453253655,-0.15577711,-0.142193105,-0.334087636,0.11141932,0.274921717,-0.333455379,0.368704121,0.003323667,0.380922889,-0.0033131,0.432368898,-0.108936984,0.167347706,-0.396110531,-0.046443661,0.168179175,-0.195780955,0.053832273,-0.054152699,0.036968433,0.343377831,-0.158232464,0.313189655,0.492707131,0.278365801,-0.201447629,0.416897721,0.101108509,-0.167134745,0.339521564,-0.263204423,0.47914635,0.063008937,-0.018332733,0.45526227,-0.214759764,0.094607516,0.158376069,0.319148062,0.671062346,0.148269884,0.304154248,-0.358802891,0.299668726,0.551712718,-0.078674566,0.204264682,0.079493293,-0.636125925,0.316400512,0.106095885,-0.257435101,-0.447041873,-0.020880641,0.580875446,0.631304567,-0.081626524,0.051011567,0.075720868,0.33918146,-0.0449741,0.315158913,-0.46086612,0.541020033,0.407576845,-0.151750215,-0.407660015,-0.198909507,-0.404758997,-0.606831212,0.18208286,0.201681908,-0.113940024,0.253439785,0.196108354,0.25469405,-0.105152012,0.348150567,-0.104107726,0.438382487,0.284055772,-0.292726213,-0.131139002,-0.126636672,0.005596835,0.515359651,-0.212943979,-0.226564657,-0.077541805,0.039788622,-0.276520967,-0.008849897,-0.08911537,0.363871953,-0.083527144,0.307357271,0.2079821,0.357540084,0.157273718,0.685867957,-0.017032404,0.045913069,0.534342424,0.190321012,-0.048970839,0.191384714,0.121477149,0.292552323,0.469320289,-0.307855574,-0.071483001,0.183900292,0.281909494,-0.070344706,-0.076573245,0.043298454,-0.218793916,-0.038829889,0.002139598,0.229119598,0.725384792,-0.203056864,0.147019154,-0.10289548,-0.018277908,0.105124953,0.078099608,-0.066379603,0.26605468,-0.173189415,-0.03955298,-0.291280341,-0.06680561,0.21388358,0.514163027,-0.101240879,0.397450596,0.028176793,0.076318251,0.218143322,0.333311346,0.207973691,0.322382268,-0.405850007,0.064520892,0.101012776,-0.110830408,0.287653288,0.250634868,0.226978814,-0.342876095,-0.082922303,0.362763667,0.10600482,-0.138080624,0.131396582,-0.263100589,0.408490167,0.066899181,-0.042108658,-0.068955929,0.426183938,-0.368742678,0.070535423,0.182681847,0.237895065,0.120105882,-0.036223912,0.262622856,-0.074541812,-0.156443314,0.717313516,-0.224185263,-0.086364804,0.16297654,-0.215281372,-0.066068869,-0.247407062,0.010236946,0.286167881,0.262853876,0.242581316,-0.253087058,-0.316868936,0.375608465,0.382006509,0.048969699,0.478248149,0.311761521,0.171333951,-0.351576131,-0.09374314,0.068838405,0.130146513,0.186907302,0.125509044,0.419185854,0.306514506,0.165908959,-0.066446217,0.033394596,-0.080397279,0.308032546,-0.017925698,0.003238187,0.042526141,-0.007115978,0.294896447,0.096450273,-0.072478622,-0.105022285,0.069348151,-0.012661036,-0.098248443,0.059419446,0.093910541,0.178866653,-0.023430018,-0.434076335,0.033968606
"O00154",0.163677127,-0.296846905,0.281656673,0.297136602,0.054742503,-0.162273449,0.034742786,0.127024048,0.158858812,0.277539329,-0.013950819,0.070397321,0.307601886,0.19899832,0.238923253,0.274505001,0.224554515,-0.049074983,0.065985517,0.078296772,-0.169267668,0.372062484,0.052973624,-0.080068259,-0.098519132,-0.124945791,0.300852885,0.083929108,0.052420763,0.261123692,0.130021837,-0.157061027,0.116566438,-0.0572831,0.072726713,0.166518086,0.015103366,-0.205270465,0.197774099,0.058519611,0.324440391,0.118382432,-0.056549968,0.068684246,0.061708084,0.387676856,0.229189454,-0.100700489,-0.190277056,0.168864706,0.26657726,0.086527128,0.077569674,-0.198205544,-0.185242245,0.288123225,0.297424488,0.154641789,0.113630817,0.281597314,0.236879336,0.262532631,0.120265336,0.098956513,0.084908476,0.126701242,0.117457411,0.104777728,0.20533653,0.202399948,-0.214678655,0.115080645,0.151159824,-0.17464695,0.148524635,0.108647476,0.113542666,-0.16611455,0.08124745,-0.142931442,-0.132757188,0.178058627,0.241291708,0.093155645,-0.002098358,-0.312200344,0.106466172,0.15498755,0.111191594,0.106375796,0.120702288,0.122238295,0.251211034,0.194067742,-0.153773119,0.000187727,0.235428928,-0.018996293,0.015198106,-0.00618056,0.090193551,0.06874884,0.230710117,0.194653945,-0.145079921,-0.211634321,-0.179477821,-0.181965457,-0.129703416,0.424126335,-0.071491547,-0.110600463,0.093630648,0.322874568,0.08664412,-0.245282739,0.37336193,-0.050161318,0.322324954,0.054773549,0.303100361,-0.07511781,0.183180081,-0.03673567,0.178608651,0.164277932,-0.029803612,0.157103363,0.380485671,-0.106383553,0.158580389,0.073998636,-0.087517274,0.202742732,-0.081559341,-0.077541274,0.026894634,0.13249795,-0.226335884,0.154549695,-0.068074603,-0.089020595,-0.049683159,-0.228289854,-0.274263684,0.018969789,0.031906551,0.128161104,-0.106490999,-0.098944198,0.079373018,0.019360287,0.142551254,-0.236882268,0.021378676,0.235387788,-0.076251197,0.069897669,-0.084490081,-0.262388584,0.15189306,0.334518132,-0.264012307,0.051441026,-0.226777384,0.168891624,0.300926952,-0.232202807,0.240051774,-0.318331522,0.181532988,-0.074839416,0.044764618,-0.235198978,0.037415082,-0.253218028,0.123662343,-0.004775545,0.10393047,-0.314955175,0.380949268,-0.227567219,0.102765008,0.048575422,0.146571075,0.15264286,-0.315028468,-0.167091723,-0.168938054,0.05240947,0.042427735,-0.043949495,0.142357608,0.056830522,-0.14005436,0.168783054,-0.122417093,0.189036263,0.262592685,-0.186313592,-0.199246191,-0.00772906,0.102518227,0.031856585,0.312825143,-0.200257943,-0.188510249,0.305398595,-0.031032913,0.122385748,0.114132844,-0.316439357,0.195232269,0.225049092,-0.067228309,0.108302067,-0.017064585,0.203081179,0.000226406,-0.00942047,0.307874489,0.18886614,0.050710589,-0.106298386,-0.015938818,-0.012627775,-0.163808866,0.358158104,-0.208863295,0.106517154,0.231372829,-0.059816553,0.076118511,0.10533461,0.123487679,0.094208397,0.258916652,-0.044503451,-0.080915344,-0.204665597,0.35017298,0.037273284,-0.003941505,-0.000764667,0.257289376,-0.116570922,0.177925219,0.234001365,-0.031356357,-0.097806879,0.006581375,0.011996995,0.024109642,0.032502924,-0.222372678,0.214677962,0.116852619,0.190663033,0.037661815,0.042522093,0.366198887,0.041923487,0.048697271,-0.03714681,0.026194712,0.047654611,-0.200396395,0.10023861,0.131689886,-0.154745369,0.206052143,0.070030342,0.190471971,-0.039726604,0.168673347,0.179426373,-0.000717404
"O00264",-0.497450855,-0.539382829,-0.154259628,-0.362449239,-0.076914647,0.536890035,-0.502946952,0.252294371,-0.089822489,-0.538861616,0.588535823,-0.076521338,-0.32495314,0.183257204,0.191289368,-0.278872427,-0.229035415,0.00295636,0.221771764,-0.032949389,-0.032804868,-0.017187551,0.105428621,-0.364487494,0.278273694,-0.078835879,0.297399125,-0.02229096,-0.528475655,0.042658528,-0.076391154,-0.489017624,-0.311252013,-0.198091768,-0.163871373,-0.236355604,-0.290243187,0.380736895,0.202951679,0.213074901,0.153103467,-0.116966636,-0.025929346,-0.198965884,0.21213696,-0.174636465,0.02179913,0.004765604,-0.121948452,-0.171140667,0.148761759,-0.128780849,-0.074990207,-0.179554476,-0.247746855,-0.238908287,0.253310281,-0.394914324,-0.006454991,-0.07135979,0.093394304,-0.039518181,0.206395695,0.025578302,0.011530265,-0.343504941,-0.077390141,-0.090069824,0.448994172,-0.426568881,-0.07581228,-0.238075518,-0.212466829,0.162488041,-0.352127821,-0.252980669,0.193655166,-0.283367719,0.467767423,-0.652318924,0.234057285,-0.580330666,-0.231627407,0.241174205,0.428228628,-0.545758369,-0.21431769,0.162076272,-0.004745463,-0.307012488,0.314684426,-9.79e-05,-0.431949337,0.186663387,-0.422864266,0.015725722,0.242200702,-0.378833722,-0.207448317,0.19957714,-0.203944938,-0.22538965,-0.252870077,0.278377971,-0.448621214,-0.718521997,-0.085782404,-0.25804074,0.251901981,-0.250045224,0.271191613,-0.434923671,0.253669896,0.270000288,-0.339526526,0.247307877,0.231202115,-0.422832898,-0.805707506,0.201973523,0.227146353,-0.063051139,0.035557975,0.210234994,0.206998486,-0.355603654,-0.349704417,-0.22473849,0.034395384,0.220726489,0.059388282,-0.013599945,-0.074488641,-0.019580859,-0.493803304,0.469566524,0.222685882,0.025478211,0.052734545,-0.256821352,0.049369452,-0.100077899,0.257036325,-0.383383943,-0.068148211,-0.250499043,-0.120670938,0.491634376,-0.277080328,0.055060258,-0.030634845,-0.2443646,-0.313397187,-0.527948855,-0.353840387,-0.064782536,0.227893788,-0.014679683,-0.187167356,-0.244256437,-0.005477091,-0.146384708,0.210008492,-0.002816944,0.050114937,0.036123292,0.164367806,0.000409566,0.241376465,-0.234241388,0.092413675,0.100537089,-0.010828881,0.185949935,0.004577809,-0.737738745,0.237379153,0.078882958,-0.597431618,0.049654242,0.045044457,-0.410817058,-0.619895766,-0.059868366,0.229344568,-0.384554287,0.222239772,0.023771055,-0.34137813,-0.371393366,-0.381375101,-0.049764857,-0.067273005,-0.074054447,-0.346863495,-0.536935695,-0.47101705,-0.25194728,0.257990153,-0.470349871,0.11594001,-0.302538933,-0.133476242,-0.01956182,0.156135411,0.072375874,-0.088638155,-0.115326853,-0.39638202,0.053383889,0.027843611,0.118500591,0.205260996,0.177976737,0.236426232,0.191655181,0.092876531,-0.097879655,0.110167522,0.100520646,0.194451937,-0.215599787,-0.216442623,0.209093256,0.155748972,0.159060014,0.045333123,0.048008335,0.059697804,0.046327568,0.063738971,-0.403472465,0.25176008,-0.44611208,0.293037944,0.20310924,-0.373187064,-0.347425524,0.123988649,0.502698608,-0.371678453,-0.195609912,-0.350612936,-0.320072898,0.435976575,0.149189846,-0.317568029,-0.315595156,-0.014791046,0.174327162,-0.408712931,0.083389487,-0.207656443,0.12839875,-0.042254935,-0.521168293,0.183695349,-0.375638684,0.124418077,0.129278356,0.115083584,-0.411146605,0.090903641,0.115909034,-0.353736089,0.129802409,-0.355956323,0.119588716,0.092366289,0.076200263,-0.304848096,-0.029037357,-0.365609364,-0.335602464,0.172408691,0.174485103,0.036678439
"O00299",-0.783243949,-0.145166077,0.203332523,-0.459777569,-0.302915722,-0.502759926,-0.521280553,-0.316468229,-0.07931698,-0.409882271,-0.22349564,0.298993481,-0.146619454,0.075031587,-0.447757335,0.171104651,-0.033708769,-0.30941455,-0.261900682,-0.286709613,-0.109763658,-0.301987237,-0.016366934,0.227249388,0.027778984,-0.346464388,-0.126723174,-0.483892324,-0.493794698,0.07930806,-0.092386909,0.172638613,-0.678117481,-0.286401936,-0.271641604,-0.120430765,0.081532995,-0.078652152,-0.573447388,-0.153620981,0.111207146,-0.002334195,-0.093000317,-0.69261551,-0.362953778,0.211096289,-0.157958704,0.188870189,-0.079841491,-0.227529868,-0.405619849,-0.601616066,0.15954282,0.017463663,-0.186005265,-0.367596949,-0.450469985,-0.327600604,-0.128864678,0.007200958,0.045652427,-0.372262019,0.250621748,0.015416759,-0.097614647,-0.476107157,0.232182274,-0.046498266,-0.075166254,0.169825093,-0.492502924,-0.375080454,0.41969685,-0.53984199,-0.277991519,0.106996654,0.137180086,-0.085697873,-0.393666798,-0.173869963,0.077062817,0.019902246,-0.045896131,0.343539804,-0.35467978,-0.105962513,-0.535654657,-0.531141837,-0.519441187,-0.271276741,0.008839928,-0.265011218,-0.020857632,-0.424930204,-0.149078163,-0.193895093,-0.23658109,-0.215524393,-0.225907199,-0.095797252,-0.10881926,-0.483503401,-0.055014,-0.075802513,-0.050063267,-0.335541326,-0.540325885,0.102158505,-0.001847713,-0.190438875,-0.204061605,-0.484804462,-0.330858601,0.218751509,-0.110196388,0.105865797,-0.309968219,-0.418415488,-0.335372667,-0.242395619,-0.334876102,0.158618653,-0.072977239,-0.606550915,-0.41298165,-0.018447502,-0.008770205,-0.484308079,-0.256650124,-0.496450038,0.308754492,0.029351871,0.084387477,-0.46029209,-0.009765991,-0.030785928,0.17981431,-0.33190934,-0.239732491,-0.159834457,-0.685084477,0.028313261,-0.177038091,-0.356937797,0.076673265,-0.285700377,-0.505654648,-0.172214498,-0.365762035,-0.391024285,-0.446199081,0.003815905,0.104859253,-0.607550653,-0.294665951,-0.76551299,-0.405883912,-0.290242105,0.125979453,-0.216592251,-0.41632889,-0.220607362,-0.338836675,-0.129584595,-0.522989737,-0.62823903,-0.32090416,-0.241009237,-0.130840995,-0.43515455,0.00897255,-0.08488711,-0.057614583,-0.002046973,0.033269384,-0.125167554,-0.296952907,-0.174912794,-0.182787265,-0.284057521,-0.103637638,-0.194937483,-0.243077946,0.073408797,-0.095023791,-0.131497546,-0.136798784,-0.365700074,-0.326993004,-0.622815367,0.095252263,-0.003186167,-0.294995591,-0.465823336,-0.309008931,-0.583841831,0.202984412,-0.312843702,-0.112621354,-0.178164597,0.056482908,-0.10224024,-0.426303464,-0.497631653,-0.197878122,-0.349317979,-0.098391107,-0.119908936,-0.370595628,-0.212073111,0.021965959,-0.095787203,-0.229250425,-0.263273032,-0.393932151,-0.091752655,-0.439108193,-0.26501569,-0.413345545,0.014098738,-0.219430246,-0.412019646,0.069892731,-0.216358422,-0.185974381,-0.027656128,-0.403835361,-0.081890042,-0.064684625,-0.387769357,0.034954791,-0.244393948,-0.372769733,-0.230096335,0.032507258,-0.568339229,-0.413612408,-0.26650307,0.007807869,-0.108973023,-0.28074006,-0.412399449,-0.04258766,-0.284664138,0.059690017,-0.607867771,-0.169894258,0.259762165,-0.327226806,-0.460791485,0.36597379,-0.023100955,0.031542054,-0.430775746,-0.329631815,-0.015179283,-0.61046977,-0.320393095,-0.10233372,-0.537119799,-0.564385579,-0.348304799,-0.246811097,-0.200052253,-0.045884604,-0.262271736,-0.12271023,0.045442725,-0.129311056,-0.327458991,-0.008296856,0.123054529,-0.301679632,-0.107864902,0.076445506,-0.556113123,-0.378078757
"O00410",-0.4497658,0.270239513,-0.16541794,-0.264297523,-0.17536295,0.424502399,-0.016832271,0.193273254,0.133374177,0.426062145,-0.066536902,0.36925032,0.316651203,0.029925804,0.371115964,0.143440958,-0.070587151,-0.15807535,0.640030519,0.619097734,0.291953533,-0.037804388,0.149865883,-0.119035113,0.547059253,0.375878103,0.447473029,0.264924534,0.361716173,0.491427948,-0.271035582,0.335190271,-0.354364222,-0.182043455,0.499996864,0.240257198,0.024520781,0.777924248,0.57541661,0.117915675,0.252496876,-0.018057397,0.221993787,0.258309709,0.554317922,0.635863133,0.896637142,0.255786634,-0.009311796,-0.221259387,0.420194801,-0.26839716,0.527697774,0.267911446,-0.284727514,-0.082518736,0.421258082,0.338280702,-0.221068047,-0.091086785,0.325142798,-0.038678948,0.795456462,-0.010183506,0.658430075,-0.196080259,0.442907014,-0.157932213,-0.215394106,0.440922669,-0.111110062,0.107755225,-0.219700303,0.365126254,-0.041823548,-0.498553915,0.867672345,-0.198335885,-0.09434938,-0.06191731,0.98385815,-0.344729713,-0.073006933,0.848094655,-0.546916881,0.533824819,0.286197811,0.695935111,0.186406646,0.102756352,-0.41458076,0.179834763,0.079480398,0.549182932,0.436729432,-0.053021137,0.308446053,0.516401947,-0.21326305,-0.055804557,0.312465084,0.53423306,0.165470432,0.244452552,0.227133005,-0.19609927,0.178339793,0.073496829,-0.307791871,0.154360127,-0.143327457,-0.129207863,0.032437962,-0.070192347,-0.081932853,0.054105677,0.017774482,0.15792889,0.044930725,0.0777454,0.435456663,-0.21908362,0.272350501,-0.121794934,0.147296956,-0.079465881,0.183900609,0.356856143,-0.048908928,-0.013990069,0.004806713,0.220145257,0.028048941,0.42921288,0.199649181,0.169980767,-0.001778261,0.155494854,0.276300448,0.127421904,0.309297825,-0.312077328,0.016786575,0.147105363,0.297944891,0.121244741,-0.069065723,0.406820428,-0.101822249,0.69261157,0.636268945,0.17970458,-0.388897214,0.205864955,0.336517835,0.089313973,0.054198352,0.044301823,-0.186502494,0.223944043,0.36935628,0.229778998,0.226284078,0.041788012,0.524549653,0.776439178,0.145349187,0.253991496,-0.121862185,-0.124723643,-0.218400394,-0.356637757,0.05652593,-0.265196792,0.460901883,0.678300079,0.493327711,0.564407648,0.265372218,0.140494707,-0.25605475,1.318460195,-0.267097905,-0.004400557,0.155372399,-0.191412201,-0.257464381,-0.18453995,0.11487291,-0.05841208,0.336212921,-0.152048465,-0.221446764,-0.164621449,-0.242847789,0.304499992,0.287402274,-0.362181852,0.539348385,0.218985974,-0.172367844,-0.299133044,0.242851305,0.040844732,-0.014212884,0.438580225,-0.005470118,0.294992053,-0.033945853,-0.070660731,-0.363703978,0.509558074,-0.211079584,0.599089083,-0.008153645,-0.297215637,1.06010485,-0.051957811,-0.002778728,0.371988676,0.395634577,-0.13619355,0.095220358,-0.260294646,0.195998675,0.319572771,-0.259910193,0.258337472,-0.208140349,-0.086069005,0.524823093,0.04082181,0.429728942,0.044080703,0.621620919,0.144598187,0.578888982,0.187272311,-0.047523236,0.154790701,-0.260004182,0.485267397,-0.038045265,0.266036144,-0.523477777,0.663821859,0.326034348,0.364899919,-0.13322379,0.234546456,-0.241000948,0.371683151,-0.00381543,0.346241418,0.130065743,0.724662803,0.167613255,0.40057696,0.259741584,-0.192012021,0.397390846,0.411732136,-0.313783701,-0.273768863,-0.091410824,0.019018886,-0.205367556,-0.379580272,0.024146054,0.319765329,-0.174852596,0.558604185,0.011087938,-0.15736482,-0.07129588,-0.335964573,0.446722576
"O00422",-0.170337947,0.247106012,-0.175939464,-0.042816627,0.045470908,0.086102495,-0.301001359,-0.29035573,0.388032573,0.150709309,0.14946062,0.418599096,-0.390618688,-0.23560325,0.315698641,0.431911393,0.097060772,-0.265866571,0.137709272,0.20395048,0.288030233,-0.092165455,0.237288775,0.492022254,0.323840268,0.221388151,-0.019750554,-0.22750492,0.197097307,-0.028182964,-0.020497903,0.155549538,0.03198444,-0.153805136,0.413058404,-0.168219554,-0.172461927,-0.156181601,0.212067855,0.192936754,0.040536197,0.064030339,-0.327876374,0.048081069,0.01358521,-0.225883218,-0.124295679,-0.141329205,0.358553509,-0.105506695,-0.139628625,0.149268839,-0.239043609,0.018166945,-0.078484066,-0.123381562,0.450888464,0.019158298,0.019057777,-0.159271027,0.410548986,-0.088349328,-0.167666411,0.264829846,-0.265583911,0.47219535,-0.221783994,-0.234463677,-0.338976291,0.00288437,0.437380893,0.104324602,-0.092976489,-0.208437897,-0.060005696,-0.176891067,0.465575036,0.362521411,0.436159723,0.194094803,0.106800092,0.018908545,0.014526852,-0.214362293,-0.188030598,-0.053086279,-0.308538309,0.347449286,0.01357899,-0.163417368,-0.149090876,-0.091342354,0.239919883,0.423058399,0.420976518,0.065594416,-0.116457638,0.066028415,-0.31000526,-0.259928555,-0.105280365,-0.237482809,-0.019122962,-0.409268555,-0.27042397,-0.019522166,-0.273694803,0.017533616,-0.203680096,-0.082323957,-0.397347514,0.383347568,0.032548771,-0.349244145,0.399381937,0.027737916,-0.321132616,-0.056495875,-0.181539309,-0.176527439,-0.038832966,-0.062810941,-0.082980813,-0.00636255,-0.172511097,-0.285363485,-0.437844786,0.164848918,-0.351918498,0.03949828,0.259482023,-0.043098011,0.083423323,0.100066459,0.014854319,-0.054943318,0.181668037,0.28457872,0.378678007,-0.058987876,-0.069697224,0.194267829,-0.052274502,0.437282489,0.256113483,0.25418385,0.368230303,-0.202497748,0.086334435,-0.034535003,-0.343522543,0.018872135,0.078105626,0.312422444,-0.275765535,-0.10465623,-0.313340882,-0.19452788,-0.442367834,0.205627959,-0.091516854,0.039540918,-0.120476304,-0.08844343,0.166936442,-0.136556035,0.260177325,-0.228188253,0.092237599,-0.399084248,-0.068761423,-0.260591336,-0.025776453,0.01833762,0.022902895,0.233750326,0.025629178,-0.118270886,-0.05278702,-0.147499602,-0.152109387,-0.205012235,-0.306662899,-0.050406508,-0.321468174,0.151503347,-0.03068302,0.054974845,0.131898253,0.225115101,0.047265746,-0.053096412,-0.070604561,-0.409335462,-0.157424181,-0.223857326,-0.215699468,0.481497519,0.056833317,0.223753521,-0.52437146,-0.153236442,0.096530993,-0.335470982,-0.473871623,-0.318024319,0.058042483,-0.322664419,-0.314057739,0.079602765,-0.118857169,0.053446478,-0.279488958,0.02560863,-0.029655105,0.000364661,0.341369822,0.235206669,-0.389812668,0.044686759,-0.059678912,0.073571111,0.183564716,-0.27227421,0.107945556,-0.460408117,-0.157708635,-0.155033422,-0.154587537,-0.167957773,-0.150546371,0.23943621,0.119524242,-0.196161558,-0.530114922,-0.272163622,-0.310030924,-0.090300273,0.054908041,-0.129943874,-0.114553202,-0.081352323,-0.527533527,0.07190439,-0.35259348,-0.178168166,-0.068140016,0.153349085,-0.26040937,-0.250348146,0.117123542,-0.541181889,0.245555113,-0.38978907,-0.126965641,0.019503938,-0.265385374,-0.333568935,-0.030278196,-0.071853416,-0.066837498,-0.097791225,-0.091017441,-0.033106718,-0.040673242,-0.397104787,-0.443201289,0.201080217,-0.00122585,-0.017391875,-0.110023996,-0.073617058,-0.150262541,0.026150451,-0.025655073,0.087059799,-0.038552418
"O00567",-0.46448034,-0.16483394,-0.282858594,0.045631831,0.083103465,-0.26835454,-0.341494237,-0.201735411,-0.483465875,-0.015844543,-0.022580272,-0.355899374,0.019351948,-0.004207569,-0.570511996,0.082723342,-0.040304261,-0.483257421,0.359841922,-0.363565529,-0.282185719,-0.048379287,-0.229637184,-0.308116724,-0.162202618,-0.222480633,-0.38032353,0.010701556,-0.37138346,-0.135348821,-0.174757769,-0.009399774,0.11969659,-0.216142639,-0.245197708,-0.287468538,-0.177380405,-0.104348341,-0.222576732,-0.003984206,-0.234813646,-0.249270748,-0.314820533,-0.245219955,-0.252196117,0.085886436,0.081789531,0.083960382,0.038844862,-0.192807379,0.139720034,-0.08277158,0.23632535,-0.208573562,0.367969706,0.253954963,-0.061051332,-0.518149669,0.198281538,-0.411894298,-0.409249627,-0.264652892,-0.071984676,-0.243194503,0.148366438,-0.432145811,0.081036514,-0.408642173,-0.034623256,-0.098586381,-0.011464948,-0.339940794,0.199885487,0.158081636,-0.120236987,-0.087990126,0.20362616,-0.344651446,0.057757806,0.037264019,-0.355391293,0.236445049,-0.109071835,-0.168465563,-0.235749373,-0.504926834,0.194517021,0.150046404,0.163210446,-0.145116566,-0.384460122,-0.124868535,-0.263558841,-0.44212722,-0.28615504,-0.14996677,-0.091615205,0.007271338,-0.191572974,-0.034772491,-0.188069595,-0.209514307,-0.074935309,-0.112783503,-0.127120107,-0.092505977,-0.087067237,0.128365641,-0.137104034,-0.123671892,-0.152461185,-0.148237892,-0.115015742,-0.152119354,0.106408941,-0.163615088,-0.061717004,0.034655973,-0.082622719,-0.111675826,-0.056632489,-0.002540269,0.029879007,0.03899144,0.010390493,-0.106529323,0.150280707,-0.143330808,0.305814331,-0.116398772,-0.132347916,0.017546851,-0.0050772,-0.0191571,0.000880733,0.001263,0.000113557,0.012836124,-0.052713358,0.029076765,0.018367417,0.010535641,0.168264524,-0.024590519,-0.149018304,0.009464202,-0.171002137,-0.058772708,-0.053074725,0.081785969,-0.061566325,-0.304842528,-0.169530231,0.085808465,-0.212223693,-0.092348082,-0.030002949,0.109722069,0.061208923,-0.05638987,0.006862921,0.030636636,-0.069471522,-0.037438648,-0.050863345,-0.04872122,-0.078743954,-0.039512394,0.002570249,-0.039354562,0.106944587,0.015246018,-0.017387853,0.021589575,0.026154851,-0.1248029,-0.076025208,-0.042879474,0.143849673,-0.07210819,-0.075789884,-0.134072404,-0.050981517,-0.093456271,-0.06065183,0.209002531,-0.067756626,-0.107896292,-0.022607096,-0.052622332,0.176514786,-0.008601018,0.075430436,0.008496213,0.021951552,-0.143567581,0.020160387,0.035658831,0.013976334,-0.000819748,0.006780014,-0.143491668,-0.228896345,-0.021917333,-0.029951825,-0.199452094,-0.1877044,-0.051542147,-0.025603155,-0.06531119,-0.090851467,-0.050174049,-0.050727638,-0.078011898,-0.049670885,-0.087858159,-0.09309245,-0.044598114,-0.038686217,-0.223860783,0.034545101,-0.038483798,0.180310606,-0.055879768,0.038324283,0.041635325,0.007185011,0.009860224,-0.007940142,-0.052142328,-0.003898975,-0.018178646,-0.06265421,-0.177629681,-0.151780763,-0.25002745,-0.219077039,0.000375786,0.073047572,-0.038335112,0.085206536,-0.070180463,-0.035228368,0.039070175,0.066081354,0.053145633,0.153364354,0.042793343,0.055433355,-0.016854529,0.046090396,0.051506015,0.063618663,-0.191073863,-0.201913791,-0.118492905,0.108356098,0.130693205,-0.048922076,-0.213698478,-0.148429596,0.13768657,0.027805215,-0.124315401,-0.189604617,-0.003795806,-0.059100757,-0.071521134,0.018009451,0.001843426,-0.017241121,0.207256423,-0.058608277,-0.028601376,0.048279077,0.219720682,0.10482824
