Protein,i10,i105,i106,i107,i108,i109,i11,i110,i12,i122,i123,i124,i125,i126,i127,i13,i136,i137,i138,i139,i14,i140,i141,i15,i151,i152,i153,i154,i155,i156,i167,i168,i169,i170,i171,i172,i185,i186,i187,i188,i189,i190,i202,i203,i204,i205,i206,i207,i216,i217,i218,i219,i220,i221,i232,i233,i234,i235,i236,i237,i247,i248,i250,i251,i252,i26,i27,i28,i29,i30,i31,i41,i42,i43,i44,i45,i46,i57,i58,i59,i61,i62,i71,i72,i73,i74,i75,i76,i88,i89,i90,i91,i92,i93
P25786,0.039572848,0.44126612,0.682120319,0.438832652,0.165645736,0.012002099,0.532272071,0.327551227,0.567194635,0.182807989,0.200874959,-0.426458687,0.198670688,0.053324507,0.081284589,0.231698572,0.187773587,-0.095940331,-0.235519561,-0.458812307,-0.099684146,-0.005038612,0.003650525,-0.58910017,-0.298350349,-0.373407227,-0.375187313,-0.241453411,-0.298356618,0.306363636,0.56069661,-0.076817356,0.287266389,-0.291493849,-0.354513116,-0.151756527,-0.522511724,-0.570737007,-0.064449558,0.233098999,0.55086995,0.257911696,-0.199485831,1.177476226,0.057209101,-0.20411967,-0.072427552,0.084581045,0.382105797,0.034405974,-0.171358071,0.374970581,0.857094986,0.302232583,0.508201401,0.243101315,0.200361099,0.188211717,0.519326997,0.558215479,-0.935992643,0.07217257,0.061961243,0.500972584,0.498932084,-0.44538565,0.582745034,0.23049214,-0.492545616,-0.580674832,0.314163197,0.561285667,-1.201514058,-0.022069594,-0.383160956,0.137668036,-0.196730484,-0.776693723,-0.720593211,-0.566641106,0.43065454,-0.81622647,0.585227084,0.282476636,-0.678794053,-0.408626255,0.359211603,0.227143158,0.416133754,-0.485112135,-0.146715694,0.197162177,-0.123328175,0.334052669
P25787,-0.183688784,0.089839199,-0.330133919,0.165796204,0.677464924,-0.426284559,-0.146261954,-0.456102899,-0.727204586,-0.289672608,-0.030809956,-0.485978256,-0.331124142,-0.300325291,-0.14096597,-0.312291111,-0.536905583,-0.840902599,0.004545712,-0.801090727,-0.173396454,-0.701850261,0.281153949,-0.734617035,-0.361271846,0.429390917,-0.556836188,-0.047592328,-0.351650025,0.382754641,-0.587369411,-0.440826639,-0.591728514,-0.183846947,-0.265857927,-0.230277334,-0.234295408,-0.102498301,-0.547349473,-0.160467328,-0.342006262,-0.325612762,-0.703356124,-0.303830434,-0.541059443,-0.179334765,-0.351178654,-0.083616508,-0.561331106,-0.367399593,0.161808671,-0.532784335,-0.753524603,-0.287775099,-0.661061866,-0.452900696,-0.16176037,-0.196204627,-0.257171483,0.198770428,-0.389361184,-0.529377227,-0.281675494,-0.550233369,-0.552273869,-0.34613266,0.232662827,0.351099838,-0.144208434,0.372659789,0.195999112,-0.478317002,0.465409415,0.257576531,-0.074969582,-0.806953977,-0.139507442,0.058718163,-0.395424331,-0.602297994,-0.326901604,-0.831004319,-0.344439835,-0.471225388,-0.738680802,-0.456546786,-0.23464604,-0.814489035,-0.025861043,-0.633497024,-0.491979822,-0.093521618,-0.245222839,0.299556865
P25788,0.336589481,-0.064732287,-0.118470631,-0.84765028,-0.229010127,-0.060952929,0.008874452,0.471702688,-0.484699731,-0.130978337,-0.052609172,0.386953454,0.238147056,0.12658451,0.253930709,0.766806461,-0.464548692,-0.244194509,-0.650648445,0.320958129,-0.150052503,0.256120087,0.380620742,0.029171722,0.069594883,-0.381011894,-0.235309911,-0.252218594,-0.210205615,0.489932695,0.780307264,-0.315806502,-0.05426016,0.185271558,0.070293645,-0.533339764,-0.681282855,-0.294025458,0.084013412,0.145187611,0.013700315,0.664830125,-0.534843772,0.304298972,-0.447098628,-0.189921186,0.425274981,0.16117959,0.042363965,0.69444433,0.691475883,0.88543486,0.798681135,0.394496882,-0.657168178,0.043209329,0.623527849,0.182795723,-0.148171077,-0.446924217,-0.391532127,-0.204281061,-0.512784172,0.629180379,0.627139879,-0.299447356,0.31398562,0.912522195,0.022323396,-0.014466487,-0.123905029,-0.091496918,0.332690751,0.84737729,-0.149006807,-0.398663216,-0.651909742,0.693979485,0.09129974,0.26419421,-0.113370782,0.249257141,0.651853146,0.081911332,-0.271368979,-0.34310628,0.724842629,0.191416092,0.265828896,-0.275139665,-0.523247445,-0.587200436,0.06344177,0.108917559
P25789,-0.103441135,0.052726905,0.027536837,-0.167396776,-0.138429603,-0.485236693,0.234173453,-0.298728488,0.004600758,-0.100518247,0.401469399,0.17692441,-0.727787924,-0.026001374,0.077458302,-0.387089426,-0.337865401,-0.356646388,0.061080746,-0.10386616,-0.240157003,-0.140670207,-0.184140067,-0.251821688,0.113177038,-0.349930521,-0.085985279,-0.159378967,-0.234909331,-0.225476564,-0.215089361,-0.331167901,-0.144591671,0.033407259,-0.312409455,-0.14596912,-0.284010517,-0.252631823,-0.089256792,0.160506713,-0.372192787,-0.31634472,-0.468047708,0.068570413,-0.038639112,-0.310239837,0.081930501,-0.1153133,-0.11478051,-0.093066357,-0.352974075,-0.223102994,-0.041587734,-0.088013492,-0.267164358,-0.322906648,-0.079723366,-0.279703383,0.076636355,-0.207975401,-0.266443434,0.064245453,-0.076735364,0.030393967,-0.388707077,-0.264397402,0.017137744,-0.263004965,-0.32344824,0.09283092,-0.385567782,-0.180383233,0.072439446,-0.018512851,-0.145138575,-0.230997078,-0.24465997,-0.060374166,-0.322775153,-0.135251712,-0.003324061,-0.363869248,0.007510944,-0.098675753,-0.1437049,-0.430596753,-0.063302264,-0.30359044,-0.479316671,-0.257626056,0.350456399,0.197001656,-0.154716959,-0.425510223
P25815,0.604875181,-0.907382342,0.436521277,-0.638896088,-0.275778149,-0.074703121,-0.785818949,-0.073741269,-0.225912774,0.127549027,-0.501621131,-0.153771481,-0.563431033,0.471096418,0.352367099,0.484269692,0.749973156,0.203106709,-0.734853457,-0.498909809,0.375816649,-0.13312365,-0.696422445,0.806598836,-0.102700458,-0.016860191,0.259450772,-0.977428968,-0.526196362,0.215315553,-0.145878664,-0.172142076,0.424936499,-0.82639821,-0.687669758,-0.774985357,-0.227782547,0.069718124,0.355823306,0.102042989,0.365201285,-0.464425424,-0.35143232,0.674453161,0.092286847,-0.006427606,0.63658211,0.212397407,1.118966264,0.240404707,0.727434077,-0.167710913,-0.290680261,0.544562043,-0.251201133,-0.87147267,-0.790580031,-0.592724085,-0.237045027,0.468443024,0.273974356,1.195259152,-0.021577107,0.61203758,0.134077773,0.700090311,1.018540954,-0.503974976,0.481976983,0.439273912,0.04231197,0.647619147,-0.514691983,-0.444240666,0.597793698,0.209121098,0.759266367,0.211398631,-0.233313619,1.33747334,-0.238722831,0.142478588,0.228625016,0.563426388,-0.013195506,-0.287397079,-0.703255033,0.761198167,-0.099318694,-0.385768189,-0.481893747,-0.021322467,-0.106076946,-0.813817831
P26038,-0.209286807,-0.187569436,-0.28685437,-0.567378204,-0.206287053,-0.235705175,-0.378746579,-0.50591809,-0.209563925,-0.509428743,0.008905029,-0.391571788,-0.548606983,-0.414572509,-0.030070856,-0.359275232,-0.640311999,0.202853722,-0.398840278,-0.495572108,-0.453630767,-0.469788887,-0.406688413,-0.182561962,-0.625284979,-0.168800938,-0.218460065,-0.380372371,0.145201121,-0.515353428,-0.675556131,-0.602796825,-0.13167548,-0.279695738,-0.419349684,-0.168915579,-0.584577285,-0.32735505,0.09446865,-0.1831547,-0.281847616,-0.342059714,-0.151110598,-0.736570984,-0.200253415,-0.377827069,-0.342224282,-0.037228666,-0.225180941,-0.212718171,-0.4034855,-0.270350482,-0.206497112,-0.140856831,-0.022631817,-0.246478931,-0.080521374,-0.732739677,-0.128771464,-0.452503693,-0.397795151,-0.148598694,-0.204561109,-0.1757225,-0.501954017,-0.515036721,-0.557491908,-0.42823848,-0.286877673,-0.405460459,0.053398032,-0.302694423,-0.508465223,-0.179823,-0.756234091,-0.396101893,0.108170188,-0.363004919,-0.448865707,-0.163361618,-0.04750095,-0.533486165,-0.362466754,-0.467099851,-0.448573427,-0.161487869,-0.567240065,-0.033842786,-0.493136778,-0.250076663,0.018927892,-0.414915728,-0.556041956,-0.178268567
P26368,0.257060259,-0.135495486,0.21917718,-0.057276497,-0.067743088,0.215003861,-0.210654957,-0.057079605,-0.045248914,-0.13156143,-0.026594872,-0.033249314,0.039499911,-0.027326404,-0.025547495,0.087243161,0.15405809,-0.200810443,0.125125882,0.174054125,0.104694395,0.168250424,0.124535845,0.016297845,-0.040678041,-0.122908402,-0.110482242,0.15353601,0.246205248,-0.110703742,-0.071968226,0.001261039,-0.076327329,-0.065727212,0.009656371,-0.062395947,0.174872654,0.166770667,-0.187368727,-0.154669565,-0.047890799,0.245239645,-0.145304363,-0.139397985,-0.087461002,0.165477549,0.189066969,0.169414698,0.178388532,0.150549129,-0.104543067,0.226085015,0.002063071,0.186179904,-0.003421651,0.171663443,0.191302114,0.162954237,-0.059558949,0.184835274,0.091841254,0.107144193,0.135293983,0.130027331,0.12798683,-0.085515216,0.186367678,0.028538683,0.18492769,0.207411495,-0.142745483,-0.223386417,-0.002226324,0.037403997,0.057577178,0.25886568,0.190929762,-0.065744777,0.27660652,-0.158256794,-0.011834764,0.122078551,0.033817904,0.017954266,-0.062730895,0.003449531,0.243744067,0.269970492,0.144148942,0.08386423,0.134693111,0.150805359,0.165041512,-0.130057049
P26373,-0.043645996,0.317874146,-0.068352417,0.013308363,-0.07853959,-0.100923682,-0.173774073,0.472176807,0.33505082,0.461491432,-0.160489298,-0.4829272,0.438874871,-0.340984223,-0.050530984,0.502080519,-0.583996725,0.224284675,0.316896523,-0.336993464,-0.166212157,-0.357226876,0.422505863,0.077304434,0.175143374,0.240031431,0.140879566,0.172976626,-0.277355446,0.489268653,0.319985189,0.273799599,0.527700576,-0.352735176,0.184012971,-0.419608605,-0.184855102,0.220710269,0.379883055,0.217965886,0.151156293,-0.054836002,0.165884381,0.546120797,0.299279934,-0.000335085,0.309978171,-0.120576943,-0.138705272,0.612295242,-0.334427542,0.729568625,-0.472634565,-0.381956868,-0.62717664,-0.334541908,-0.334945375,0.751138961,-0.09520915,0.374487287,0.492120011,-0.016366589,-0.353550922,-0.154820176,0.563995209,0.345715934,-0.212204236,-0.035655901,-0.849777356,0.277570646,-0.125979167,-0.306723281,-0.234600436,0.0753535,0.16038367,-0.107864049,-0.361472234,-0.212867437,-0.044505427,0.511201636,-0.323925546,0.343200104,0.114925739,-0.187359204,0.709065935,-0.182096153,0.167311217,0.212329729,-0.049579915,0.391438441,-0.546800308,0.055205454,0.158605516,0.414245255
P26447,0.268376028,0.286784674,0.035477196,0.66432262,-0.149438869,-0.067248116,0.111773289,0.255631584,-0.266409624,-0.291976422,-0.108760877,0.052154047,-0.321184636,0.649981976,0.140588613,-0.373160239,-0.994528862,0.191504377,-0.213412801,0.261930271,0.542482739,0.154659692,-0.06206733,-0.420740251,0.137289296,0.04515278,-0.196419963,-0.426589926,-0.394978436,0.053521278,-0.167056149,0.270505969,-0.471226383,-0.687212513,-0.040802723,-0.359956196,0.832938601,-0.132639985,0.295959848,-0.303745191,-0.585161695,0.069936469,0.497177621,-0.174273552,0.125017589,-0.993922136,-0.470024151,0.062263003,0.320674303,-0.133796443,0.348829139,-0.475685917,-0.084502369,0.415146495,-0.262070372,-0.360632795,-0.514297721,-0.371111386,0.505753429,-0.140270193,0.643845287,0.066776438,0.233501939,-0.173088104,-0.541531954,-0.112939126,-0.460237388,0.131217355,0.93788519,-0.367791868,0.130157699,-0.23149299,-0.36619939,0.315825859,0.459469044,-0.200128696,0.601129427,0.160472444,0.496739138,0.521425087,-0.46482319,-0.125135592,0.455472051,-0.610728959,0.276593821,0.107318159,0.052750182,0.179443081,0.466233359,0.126973617,-0.214188451,-0.205660272,0.022904113,0.503105316
P26583,0.431632083,-0.278870747,-0.112313243,-0.616773418,0.30396696,0.057844008,0.821159723,0.475872144,-0.165813004,0.140252668,-0.334220343,0.426626105,-0.247959294,-0.542760165,0.226927351,0.132693288,-0.142617564,-0.051875529,-0.096975859,-0.200843778,0.363500311,0.555980084,0.160181241,0.398396425,0.0112395,-0.666745589,-0.424277445,0.585780145,0.087311373,0.286036767,-0.604248228,-0.063581991,0.005216112,0.088002089,0.427664897,0.605289999,0.11773907,0.081262837,-0.253207362,-0.140206926,0.10393549,0.140307496,0.113283307,-0.107809543,0.068708625,0.182675442,-0.15634837,-0.322808426,0.448779621,0.078564393,-0.121654211,0.274509129,0.67437132,0.34063741,0.573894359,0.52454123,0.010888572,0.188276118,0.163179967,-0.296298934,0.425046194,0.240720414,-0.504511561,0.538518441,0.472765248,0.141927138,0.120355891,0.191401766,0.192852566,0.377361451,0.255728658,0.1269396,0.337736829,0.088169722,0.15162532,0.630352415,0.209986119,0.153644837,-0.781526613,0.252030427,-0.254981545,0.777215805,0.57345684,0.345704635,-0.78207316,0.214867564,0.229402031,0.017651841,-0.208243742,0.248604848,-0.160601222,-0.738471234,0.449389714,0.237445916
P26599,0.215374045,0.132087709,-0.117221293,0.186149156,0.08274252,0.072818043,0.400853749,-0.049163637,-0.164229702,0.114348091,0.034303281,0.262118082,-0.933234291,-0.248597231,0.334975585,0.107207689,0.256105493,0.155322349,0.559832394,-0.64756219,0.357112599,-0.083013568,0.139627428,0.820351509,-0.174360646,-0.264991846,0.083800014,0.358066934,-0.069150834,0.395714182,0.353786653,0.36872345,-0.041286792,0.300271876,0.144506258,0.306038789,-0.678003678,0.166616212,0.190608823,0.097087018,-0.009651642,0.020297868,0.82440091,0.015516378,0.337607479,0.258587634,0.209625171,-0.126147123,-0.011335342,0.191638088,0.213413687,-0.24492416,0.641564623,0.550373464,0.384092924,0.414738109,-0.434080562,0.414668529,-0.032696954,0.416258036,0.61460425,0.012262933,-0.140967915,-0.50482118,0.240675539,0.548852966,0.072536163,0.099963069,0.160764286,0.06521941,1.079621656,0.142440177,0.154728612,0.390159099,-0.250125779,0.554740498,-0.044083186,0.143529933,0.386428404,0.150130494,0.235258129,-0.207552048,0.523769693,0.238103375,0.170988765,0.345906093,-0.369982399,0.460521551,-0.377138242,0.644551904,0.23198645,-0.103376664,-0.049819712,-0.355148122
P26639,0.429297504,0.168398832,0.342131229,0.820933622,0.211838706,0.723116801,0.668319895,0.517452218,-0.259362059,0.593855766,0.651503106,0.35718696,0.54182115,0.356070592,0.606910224,-0.500396067,0.202693342,0.352484487,0.074701885,0.123596072,0.424900977,0.496375452,-0.052285946,0.121594256,-0.326264333,0.370376241,0.146223006,0.170320237,0.50581966,0.459758666,0.337467543,0.161242628,0.643832295,0.519932186,0.050041176,0.509552752,0.034621793,0.687120687,0.4839961,0.38860888,0.003917692,0.284071874,0.189832262,-0.523862519,0.771307261,0.960257997,0.498338664,0.400839004,0.395219127,0.262673873,1.024216314,0.28814389,0.470009819,-0.175515287,-0.254948388,0.002447558,-0.175121996,0.090312316,-0.715104321,-0.751660388,0.430237327,0.250177454,-0.597666787,-0.440446623,-0.760845166,-0.041866263,0.11640382,0.06728362,0.286552904,0.394123481,-0.005032277,-0.061842549,0.906469208,-0.742369994,0.526760873,-0.087544421,0.379163252,0.788796172,0.547077148,0.577336945,0.11967372,0.608288531,0.152862136,-0.446381718,0.572943383,0.84694672,0.386141063,0.076919426,0.213962488,0.555062477,0.477179847,0.563246466,0.180322622,0.442900329
P26640,-0.443248145,0.36009101,0.413788572,0.103040997,0.112446592,0.427934813,-0.060439561,-0.129811959,0.352548442,-0.591641132,0.481578689,0.752067558,-0.312176389,0.087084489,0.339141013,-0.53743012,0.181960623,0.124020723,0.140390853,-0.193564052,-0.107622126,0.259903044,-0.311093981,-0.200478891,0.13501539,0.122671519,0.135097679,-0.14396001,0.054780739,-0.348955289,0.2082561,0.05137259,0.441802469,-0.23829971,0.273579167,0.379634017,-0.651554548,0.08769121,0.010175147,-0.471795868,-0.414022444,0.080564456,0.335204315,0.057065417,0.131662191,0.189867827,0.037732834,0.564798836,0.054826448,-0.10198517,0.924894183,0.217494873,0.238101986,0.560843229,0.280974448,0.195588582,-0.064286597,0.403170976,0.273971936,0.633183001,-0.761018557,-0.281915559,-0.350126657,0.508661106,-0.145168377,-0.353139736,-0.05820569,-0.642422468,-0.066414332,0.455066574,-0.267618909,0.277010623,-0.044538784,0.089889304,0.39554107,0.368183179,0.531385907,-0.607964132,-0.220320557,-0.098964775,0.452285537,0.078372107,0.523014712,0.248496998,-0.214345677,-0.090950622,0.691366276,0.111286965,0.439630543,0.046726133,0.401271427,0.631914833,0.063488489,-0.10441
P26641,-0.160632291,0.860280916,0.399577855,0.290981793,0.030098138,0.418214872,0.011669604,-0.129989283,0.142733121,0.525353518,0.501796579,0.0241361,0.378807172,0.097206557,0.662356749,0.300498072,0.20316102,0.716966951,0.327679032,-0.129626092,0.588310202,0.696507907,-0.153979117,0.459863293,0.414057335,0.402086782,0.233210389,-0.194632192,0.122885413,0.419650691,0.337684257,0.162813768,0.370111494,0.073822322,0.646759379,0.527303843,0.196564067,0.571520697,0.62074512,-0.186989889,0.167540874,0.049561945,0.488545883,0.223642422,0.436300154,0.597682434,0.063335661,0.061354939,0.333823039,0.686852575,0.74882606,-0.085548947,0.331974642,0.287106398,0.295121806,0.350634783,0.175863652,0.74157224,0.480188594,0.266878632,-0.042919155,0.244442448,0.54511626,0.492762033,0.08569201,-0.348709032,0.61407797,0.050004913,-0.087395743,0.700191206,-0.408730362,0.286415501,0.55705118,0.496581255,-0.123423726,0.366557974,0.240484182,0.461693523,-0.013040744,0.272837856,0.388589685,-0.493202886,0.161369984,0.358793667,-0.39697994,0.117800646,0.548100631,0.429572501,0.582055058,0.479416508,-0.04705925,0.413941108,0.308414073,0.339284252
P27348,0.412941896,0.674784628,-0.036673917,0.526802078,0.28842056,0.019715651,-0.219477026,0.109619617,-0.125584138,-0.289664081,0.49620603,0.38998527,-0.311111339,-0.603690642,-0.347498615,0.495618631,-0.201370627,0.27679624,0.165085627,0.765130914,0.17499526,-0.241955336,-0.074310409,0.200353734,0.018862884,0.32753696,0.709587471,0.331573298,-0.673171746,0.410678299,-0.411936415,-0.185401103,0.091027251,-0.193335761,0.50623836,0.370183855,0.263115798,0.565956657,0.113137041,-0.251425316,-0.178924692,0.029935596,-0.440148963,0.454962616,0.1862898,0.459744976,-0.147878714,0.216880886,0.569930905,-0.057777531,0.438951604,0.682242945,-0.046434871,-0.444950533,0.219713655,-0.101516839,0.021942403,0.012711994,0.22308149,0.566421595,-0.383828543,0.470085881,0.734715864,0.289282513,0.165825585,0.331647366,0.262475889,0.117375814,0.102061329,0.644193503,0.371810355,-0.056838538,-0.078158027,0.626694094,0.142888152,0.879314399,0.863220798,0.819416679,0.00380101,0.304666886,-0.275409372,0.676841397,-0.267144253,-0.030507717,0.131136596,0.690452347,0.484619274,0.434065263,-0.768616154,0.179484281,0.247695196,-0.171499099,-0.163314988,0.105374379
P27635,0.113805166,0.394917367,-0.374042603,0.290191562,0.057378464,0.256901964,-0.013761454,0.441743761,0.464876639,0.183884487,0.109750253,0.259031673,0.343350724,0.429898813,0.102659969,0.340413336,0.286643312,0.428265849,-0.022620042,0.303050302,0.483691893,0.384971291,0.285175785,0.165315094,0.272135736,0.251386894,-0.132352854,0.251284923,0.38808964,0.297381994,-0.098958955,0.326780715,0.041592713,0.341249417,0.335176047,0.344580682,0.314856788,0.301451315,0.143853022,0.192286815,0.246805661,0.139878534,0.107934181,0.016215433,0.413757506,-0.056472602,0.301928482,0.313653202,0.366524359,0.369262866,0.112478161,0.350877388,0.248150062,0.244590427,0.226396977,0.190187216,0.28827473,0.196897066,0.294455979,0.148626762,0.073191682,0.232274862,0.25508232,0.249815668,0.034113061,0.231927136,0.002890699,0.073449785,0.461750895,0.182345843,0.064092998,0.210690339,0.218137876,0.33217426,0.199673584,0.343211055,0.355883238,0.345435222,0.198353939,0.194434679,0.282562317,0.341676361,0.216501984,0.410716012,0.190262019,0.425394614,0.184447669,0.42316064,0.039199823,0.257493261,0.430583117,0.446695365,0.074264157,0.107922564
P27694,-0.88987033,-0.171823728,-0.376193638,-0.807378242,-0.408704633,-0.449858674,0.068025594,0.026539485,-0.324552421,-0.78799461,0.077844459,-0.493817527,-0.541600173,-0.080067506,-0.554670443,-0.412898555,-0.706787199,-0.471355109,-0.321457892,-0.454112936,-0.579685478,-0.509882715,-0.588540554,-0.443168153,0.281009972,0.134634905,-0.55113152,0.14695035,-0.488086008,-1.393855507,-0.375947674,-0.341442038,-0.497213422,-0.36970666,-0.517462274,-0.710240183,-0.562934922,-0.460365528,-0.479737836,-0.399254661,-0.505192062,-0.235831356,-0.477849455,-0.346813003,-0.227391448,-0.511585395,-0.440068416,-0.465209392,-0.37177689,-0.144479567,-0.903858053,-0.764532662,-0.00054534,-0.32366752,-0.313047593,-0.329423657,-0.74542749,-0.074978496,-0.345694857,-0.889058042,-0.868759913,-0.231818746,-0.19946549,-0.090808294,-0.167067573,-0.865680124,-0.352348796,-0.770345188,-0.219172047,-0.587076715,-0.088458776,-0.536569734,-0.433850705,-0.524427223,-0.458491,-0.620577919,-0.368871479,-0.539431608,-0.829690183,-0.838452284,-0.298540453,-0.422579381,0.060588341,-0.821950701,-1.148554562,-0.154821961,-0.48780914,0.10489306,-0.664990346,-0.138182051,0.136556572,-0.462259739,-0.784463548,-0.506633811
